school_id,cn_name,en_name,tags,faculty,school,category,entry_month,duration,tuition,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
,化学工程工程理学硕士,MSE in Chemical Engineering,"工科, 化工",,密歇根大学安娜堡分校,化工,秋季,3学期,26584美元/学期,无,无,"先修课：研究调查,流体流动,反应堆分析,热量和质量传输,统计热力学,化学工程师的数学。持有化学工程学士学位或其他工程或相关领域的学士学位",雅思: 100; 托福: 7,密歇根大学安娜堡分校化学工程系（Department of Chemical Engineering）研究生阶段开设有MSE学位项目：为期1-2年（3个学期），共需修读21个学分，要求申请者本科毕业，拥有化学工程，或相关领域专业背景。如拥有其它本科专业背景，需修读相关前置课程，包括调查研究，流体流动，反应器分析，传热传质学，统计热力学，化工数学。,未找到课程设置,https://che.engin.umich.edu/graduate/program/graduate-degree-requirements/
,计算机科学硕士,MS in Computer Science,"工科, 计算机",,加州大学欧文分校,计算机,秋季,5-6 quarters,10695美元/quarter,无,无,"数学背景,至少完成微积分（通过多元微积分）、线性代数、微分方程、概率、计算机编程（例如,C++ 或 Python）相关课程",雅思: 80; 托福: 7,"UC Irvine是UC系下唯一有独立的计算机学院的学校。

课程设置：UCI的cs下面分2个项目，MSCS和MCS，这里说的Master of Science in Computer Science (MSCS)是研究型读博导向，时长5-6个quarters，在research导向项目里算短的了。

录取方面：bar极高，非常看重科研经历录取者基本都有出色的暑研经历，和导师强推。基本只招本校或者美本，陆本很难。",未找到课程设置,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/computerscience_ms/
,定量方法哲学硕士,Master of Philosophy in Education in Quantitative Methods,"社科, 其他社科",,宾夕法尼亚大学,其他社科,STEM,秋季,2年,机面（kira）,无,该项目专为已经获得相关硕士学位并希望进一步掌握量表开发和评估、随机现场试验和实验设计、多元统计分析以及高质量证据生成的专业人士而设计。,雅思: 100; 托福: 无要求,无,未找到课程设置,https://www.gse.upenn.edu/qm/mphiled
,社会工作硕士,Master of Social Work,"社科, 社会学与社工",,圣路易斯华盛顿大学,社会学与社工,秋季,两年,"57,750美元/年",无,无,"布朗学院从整体上考虑每位申请者。 我们的学生来自不同的学术背景。
虽然我们欢迎拥有社会工作本科学位的学生，但这不是 MSW 项目的要求。",雅思: 90; 托福: 6.5,WUSTL的Brown社工学院成立于1909年，迄今已有一百多年的历史。Brown学院下的社工项目MSW常年位于全美榜首，与500+组织机构建立合作，为学生提供了丰富的实践机会。课程设置：MSW项目的基础课程有统计应用研究方法、社会、经济和政治环境研究、人类行为学、社会福利政策等。此外，提供8个研究方向，包括心理健康、儿童与家庭关系、国内外经济发展等，多样化的课程能够满足学生的不同职业需求。学院聚集一批优秀的教授，科研经费充裕，为研究生提供全面的学术支持与丰富的研究助理（RA）机会。毕业去向：就业范围广泛，毕业生可以从事心理咨询、普通社工、机构倡导等多种职业。此外，学院还提供了实习和校友网络资源，帮助学生在毕业后顺利融入相关领域的工作。,未找到课程设置,https://brownschool.wustl.edu/pages/apply.aspx?_ga=2.162296828.1336626905.1671698809-1609615021.1656983896&_gl=1*14couwh*_ga*MTYwOTYxNTAyMS4xNjU2OTgzO
,信息技术学硕士,MS in Information Technology,"工科, 计算机",,福特汉姆大学,计算机,STEM,秋季,1年,无,无,非商科毕业的学生需要自学IT和商业的自学模块，还需掌握数据挖掘和其他数据分析课程,雅思: 80; 托福: 6.5,无,未找到课程设置,https://www.fordham.edu/info/23706/information_technology
,专业工业-组织心理学文学硕士,Professional Industrial - Organizational Psychology Master's Program,"社科, 心理学",,佐治亚大学,心理学,秋季,2年,"18,093美元/学期",无,无,倾向于拥有两年工作经验的申请者，专业偏向于社会科学、统计学或者是商科相关。若本科成绩优秀可以申请免GRE,雅思: 80; 托福: 6.5,无,未找到课程设置,https://psychology.uga.edu/professional-i-o-psychology-masters-program
,获取失败,获取失败,,,,,,,,,,,,,,无
,生物医学工程理学硕士,MS in Biomedical Engineering,"工科, 生物工程",,圣路易斯华盛顿大学,生物工程,春季/秋季,30学分,28875美元/学期,无,无,无,雅思: 90; 托福: 6.5,无,未找到课程设置,https://bme.wustl.edu/academics/graduate-programs/master.html
,生物统计学硕士,MS in Epidemiology and Biostatistics: Biostatistics,"理科, 数学",,宾夕法尼亚大学,数学,秋季,2年,37000美元/年,无,无,"先修课要求至少一年的微积分（包括多变量微积分）,一学期的线性代数,具有编程语言的工作知识。
建议具有数据分析和统计软件包的经验,强烈建议具有高级的数学课程。",雅思: no minimum score requirements; 托福: no minimum score requirements,"宾夕法尼亚大学生物统计学硕士时长2年，旨在培养学生应用统计学理论和方法解决生物医学科学问题的能力，包括论文。课程主要就是统计学theory 和methods 的课程，涵盖了概率论、数理统计，离散数据分析、线性模型、多元方法、生存分析、统计计算和应用数据分析。所有的学生都修一门流行病学的课程。 size非常小，多的时候14-15个人左右，少的时候4-5个。每个学生都有academic advisor。
录取方面：先修课要求多元微积分，线代，编程语言。算research导向的项目，需要research statement。需要注意的一点是:cv里不写GPA.",未找到课程设置,https://www.med.upenn.edu/ggeb/bio-academics.html
,比较文学和跨文化研究硕士,MA in Comparative Literature & Intercultural Studies,"社科, 文化",,佐治亚大学,文化,秋季,30学分,"25,186美元",无,无,适合人文和社会科学相关领域的申请人,雅思: 80; 托福: 6.5,无,未找到课程设置,https://grad.uga.edu/degree/ma-comparative-literature-and-intercultural-studies/
,计算机工程硕士,MS in Computer Engineering,"工科, 计算机",,南卫理公会大学,计算机,STEM,春季/秋季/夏季,30学分,无,无,"GPA3.0，本科毕业于计算机工程、计算机科学或相关专业；其他学科本科学位的申请人需参加预备课程。
数学成熟度",雅思: 80; 托福: 6.5,无,未找到课程设置,https://www.smu.edu/lyle/departments/ece/computer-engineering
,生物医学工程理学硕士,MS in Biomedical Engineering,"工科, 生物工程",,卡内基梅隆大学,生物工程,春季/秋季,16-21个月,50100美元/年,无,无,"获得认可的 4 年制大学的学士学位,在任何工程或工程相关学科,包括计算机科学、生物科学、物理、化学、数学或应用数学",雅思: 84; 托福: 7,卡耐基梅隆大学生物医学工程系研究生阶段开设有生物医学工程硕士（MS in Biomedical Engineering）：分研究Research导向和实践应用Applied Study两个方向，为期16-21个月（大概1.5-2年），旨在帮助学生扩展生物医学工程知识的深度和广度。,未找到课程设置,https://www.cmu.edu/bme/Academics/graduate-programs/ms_program.html
,生物图像计算理学硕士,MS in Biomedical Image Computing,"工科, 计算机",,伊利诺伊大学香槟分校,计算机,STEM,秋季,2年,无,无,"工程、科学或相关学科学士学位，
本科学习最后两年的最低 GPA 3.0，需要有扎实的工程和计算机经历",雅思: 103; 托福: 7,无,未找到课程设置,https://bioengineering.illinois.edu/academics/graduate/msbic
,数据科学硕士,MSE in Data Science,"理科, 数据科学",,宾夕法尼亚大学,数据科学,秋季,1.5-2年,23324美元/ 学期,无,无,建议有较强的数学和统计能力以及编程经验。,雅思: 100; 托福: 7.5,"宾夕法尼亚大学数据科学UPenn MSE in Data Science （DATS）是18fall新开，18fall仅对SEAS内部招收transfer项目学生。19fall放开招生。

课程设置：一共10节课，1年半或者2年，两门Foundations、三门Core以及5门Technical & Depth Area选修课。基于宾大工学院的优势，课程不仅融合了DS核心知识，涵盖机器学习，大数据分析和统计学等，更重要的是选课自由度很大（1/2的课程是选修课已经很不容易了），而且提供的选修课DS应用领域的广度也很够，算是DS项目非常全的了。宾大的workload非常大！有科研兴趣的成绩好的学生，有机会跟着导师做Thesis/practicum，但真的要high proficient student。

录取方面：项目不算大，招收人数30-40人左右，其中60+%中国人；就发的录取来看，陆本录取的几乎都是清北华五级别的Top学生，而且宾大非常看重GPA，几乎都是3.8+/3.9+。建议申R1。",未找到课程设置,http://www.seas.upenn.edu/prospective-students/graduate/programs/masters/dats.php
,获取失败,获取失败,,,,,,,,,,,,,,无
,计算机科学硕士,MS in Computer Science,"工科, 计算机",,南卫理公会大学,计算机,STEM,春季/秋季/夏季,30学分,无,无,"GPA3.0，本科毕业于计算机工程、计算机科学或相关专业；其他学科本科学位的申请人需参加预备课程。
数学成熟度",雅思: 80; 托福: 6.5,无,未找到课程设置,https://www.smu.edu/lyle/departments/cs/ms-in-computer-science
,传播学文学硕士,MA in Communication,"社科, 传播",,维克森林大学,传播,秋季,两年,"39,328美元",无,无,GPA3.0及以上。,雅思: 79; 托福: 6.5,无,未找到课程设置,https://communication.wfu.edu/graduate-program/
,综合产品设计工程理学硕士,MSE in Integrated Product Design,"工科, 其他工科",,宾夕法尼亚大学,其他工科,STEM,秋季,2年,无,无,申请者需具备商业，设计以及工程学等相关专业背景。2023-2024申请季，申请者可选交GRE成绩。,雅思: 100; 托福: 7.5,无,未找到课程设置,http://www.me.upenn.edu/prospective-students/masters/masters-degrees.php
,计算机科学硕士,MS in Computer Science,"工科, 计算机",,伊利诺伊大学香槟分校,计算机,秋季,32学分,36150美元/年,无,无,无,雅思: 79; 托福: 6.5,"UIUC MSCS是科研型research-focused的硕士项目，和MCS一样也是32个学分，28个课程+4个学分是thesis，适合有读博意向的学生。研究生课程（5开头）一般都以学生组队完成project为主，给学生自己动手实践的部分会比较多，也可以帮助学生积攒简历项目。最后的thesis是在导师的指导下完成research thesis. 

录取方面：MSCS期间就有funding有导师，可以做TA/RA，有一部分quota是留给uiuc cs本科的学生的，录取对申请者的学术能力有很强的要求，一般都有美国暑研，陆本的offer也基本集中在北清复交浙几所学校。",未找到课程设置,https://cs.illinois.edu/academics/graduate/ms-program
,生物医学工程硕士,MSE in Biomedical Engineering,"工科, 生物工程",,密歇根大学安娜堡分校,生物工程,STEM,秋季,1.5-2年,无,无,"先修课要求
生物学或生理学课程（带实验室）
生物科学
物理学（两个学期）
数学（常微分方程）
至少四门工程课程
建议申请人GPA达到3.2以上
申请者如果在另一所学校的 BME 课程中获得硕士学位,则不能申请硕士课程",雅思: 84; 托福: 6.5,无,未找到课程设置,https://masters.engin.umich.edu/degree/biomedical-engineering-mse/
,网络安全硕士,MS in Cybersecurity,"工科, 计算机",,南卫理公会大学,计算机,STEM,春季/秋季/春季,30学分,无,无,"1. 本科专业为定量科学，数学或计算机科学或工程学科之一
2. 至少一年大学水平的微积分
3. 至少两年的行业经验
4. GPA3.0",雅思: 80; 托福: 6.5,无,未找到课程设置,https://catalog.smu.edu/preview_program.php?catoid=60&poid=15802
,传播领导力硕士,Master of Communication in Communication Leadership,"社科, 传播",,华盛顿大学,传播,秋季,2年,786美元/学分,无,无,GPA3.0；四年制学士学位,雅思: 80; 托福: 6.5,无,未找到课程设置,https://commlead.uw.edu/mccl/
,科学计算专业,MSE in Scientific Computing,"理科, 数据科学",,宾夕法尼亚大学,数据科学,STEM,秋季,一年,无,无,有兴趣的候选人应该在物理或理论科学、工程学、数学或计算机科学方面有很强的背景。强烈建议具备一些计算机编程经验。,雅思: 100; 托福: 7.5,无,未找到课程设置,http://pics.upenn.edu/masters-of-engineering-in-scientific-computing
,计算机科学硕士,Professional Master of Computer Science,"工科, 计算机",,伊利诺伊大学香槟分校,计算机,春季/秋季,1年,36150美元/年,无,无,"申请人应持有计算机科学学士学位,如果没有,则必须具有面向对象编程、数据结构、算法、线性代数和概率/统计方面的课程（或相应经验）",雅思: 79; 托福: 6.5,"CS不夸张的说可以是UIUC伊利诺伊大学香槟分校最著名的专业之一，全美CS专业排名Top5，在CS领域，UIUC紧跟在Stanford/MIT/CMU/伯克利之后。

课程设置：UIUC MCS（Professional Master of Computer Science）是就业导向，授课型，没funding没导师，不需要毕业论文。学制3个学期，一般大概是一年半的时间。UIUC的CS既培养研究性人才(MSCS和PhD)，又培养进入industry的人才，其CS方向包括如下几个：算法和理论、人工智能、结构、并行信息处理技术和系统、数据库和信息系统、计算机图形、视觉和人机交互、系统和网络、编程语言和软件工程、科学计算。选课自由度很大，满足32个学分要求即可。

就业方面：虽然UIUC地处玉米地，地理位置不占优势，不过专排给力，各大科技巨头每年都会来uiuc校招，uiuc cs毕业生在就业市场上表现非常好，大部分都进入flag企业工作。

录取方面：该项目的申请门槛比MSCS低，但背靠uiuc的reputation，近几年也在快速提升，水涨船高，会比较看重本科出身，北清复交浙的比例很高，或者其他985高gpa，美本海本或者uiuc本校学生也比较多。看重先修课，包括OOP编程语言，数据结构，算法，线代，概率论统计。UIUC工程学院的计算机系的研究生项目（含PhD， MSCS，MCS）的申请都不需要GRE成绩。尽管官网对于国际学生的托福成绩有严格规定，但是根据以往的经验，即使不够官方要求的分数，也会发offer，当然软实力也要足够好。",未找到课程设置,https://cs.illinois.edu/academics/graduate/professional-mcs/campus-master-computer-science
,计算机科学硕士,MS in Computer Science,"工科, 计算机",,贝勒大学,计算机,STEM,秋季/春季,36学分,无,无,无,雅思: 80; 托福: 6.5,无,未找到课程设置,https://www.ecs.baylor.edu/index.php?id=960857&_ga=2.28269244.1418622205.1671517732-2061015703.1671517732
,信息系统管理硕士,Master of Information Systems Management,"商科, 信息系统",,圣路易斯华盛顿大学,信息系统,STEM,春季/秋季,30学分,真人单面,无,无,雅思: 90; 托福: 6.5,"圣路易斯华盛顿大学信息系统管理是工学院项目，项目时长比较灵活。课程设置：10门课程，1-1.5年读完，课程的话是5门必修课加一个capstone项目，选修课的话，给的选择广度也很大，细分方向有管理、网络安全、数据分析、人工智能机器学习等等。转DA等靠项目自己的课就可以，如果想要转码的学生，可以额外按学分付费多选硬核的CS的课程（不计入毕业学分）。录取方面：属于录取大户，但入学的size也没有很大，项目有春季招生。录取比较看重理工科背景。不卡三维，看重对口的项目经历。这个项目适合看重综排的申请者，申到比WUSTL综排更高的也是很难了。就业方面：毕业生进入高新技术行业，如Amazon,Google,Microsoft,Facebook等，部分毕业生进入咨询领域。",未找到课程设置,https://sever.wustl.edu/degree-programs/information-systems/index.html
,社区与网络传播硕士,Master of Communication in Communities and Networks,"社科, 传播",,华盛顿大学,传播,秋季,45学分,786美元/学分,无,无,GPA3.0；四年制学士学位,雅思: 80; 托福: 6.5,无,未找到课程设置,https://commlead.uw.edu/mccn/
,人类发展跨学科研究理学硕士,MSEd in Interdisciplinary Studies in Human Development,"社科, 其他社科",,宾夕法尼亚大学,其他社科,STEM,秋季,1-2年,机面（kira）,无,无,雅思: 100; 托福: 无要求,无,未找到课程设置,https://www.gse.upenn.edu/academics/programs/interdisciplinary-studies-human-development-masters
,信息系统管理硕士,Master of Information Systems Management (MISM),"商科, 信息系统",,卡内基梅隆大学,信息系统,STEM,秋季,12或16个月,机面（kira）,无,"All enrolling students 修过面向对象编程（Java,C++）；取得B或以上；修过概率/统计,取得B或以上；修过数据库,取得B或以上",雅思: 100; 托福: 6.5,"卡耐基梅隆大学MISM 项目隶属于Heinz College下属的信息系统与管理学院，基本是人手一个的是热门项目，不管申DS/MIS/CS/BA的申请者，都会申。转DA的话会申BIDA track(详细请见BA方向)。这里主要讲CMU-MISM（不涉及BIDA）。 

课程设置：MISM 的课程自由度不高，类似国内经管学院下的信管，有不少business的课，但business程度又肯定不如Tepper商学院。但是开学有免修考试，通过后MISM每学期可以选1-2门scs计算机学院的课，还是非常不错的。大家申请MISM大多是为了学tech的课程部分和转码。毕业生的主流去向也主要是转码SDE和IT consulting类的岗位。

就业方面：MISM 12-month 是给有三年工作经历的申请者，不适合应届生。最常申的就是MISM 16-month，也就是general pathway，最正统的项目，3个学期加一个必须的暑期实习。就业率最好的也就是这个track。此外，还有一个经常会被调剂的项目，21month的global项目，第一年在澳洲阿德莱德校区，第二年在美国。需要注意的是，国际生不能在美国实习，一般在澳洲/国内实习。经常是申请了MISM被调剂到Global。Global的话，相比之下多了一个学期修课，但因为location 问题，会有网课。Global第二年回了Pitts就和MISM一样了，就业情况也并不比16months general 和BIDA track差。

录取方面：申请随着每年申请人数的增多，水涨船高，985背景GPA 3.7+会更稳妥一点。Global的bar会适当低一点。转专业非常友好，但主要还是理工科(数学，统计，信管，cs都可)，个别量化导向的文社商科也有。有一些先修课的要求，建议感兴趣的学生可以提前补充。需要wes，且托福明确表示硬卡R22，L22，S18，W22。",未找到课程设置,https://www.heinz.cmu.edu/programs/information-systems-management-master/
,计算机科学理学硕士,MS in Computer Science,"工科, 计算机",,美利坚大学,计算机,STEM,春季/秋季,30学分,无,无,GPA3.0,雅思: 100; 托福: 7,无,未找到课程设置,https://www.american.edu/cas/cs/ms/
,商业分析硕士,Master of Science in Business Analytics,"商科, 商业分析",,加州大学戴维斯分校,商业分析,STEM,夏季/秋季,44学分,机面（kira）,无,"完成三个主要领域的课程,即计算机,数学和统计以及概率",雅思: 100; 托福: 7,"课程设置：课程主要是Data + Analytics + business。practicum projects贯穿1年。总共分为四个小学期: summer, fall, winter和spring。项目location在San Francisco（the hub of the big data revolution），不在Davis本校。录取方面：项目size也一直维持在40-50左右，bar的变动也不大，有面试（群发海面）。2022年入学（2023届毕业生）的班级规模为99人，录取的学生平均年龄25岁，平均工作经验2年。UCD MSBA对于先修课要求比较细致：包括cs（r 或者matlab），数学（微积分、线代）和统计（概率，多元回归等），学校有推荐网课可以补。就业方面：虽然本部在Davis市，但它将它的MSBA开在了旧金山市中心。Uber, Twitter, Dolby等科技公司总部离学校就几个街道。地理位置是很大的优势了，找工作和networking都非常可。凭借出色的地理位置，UC Davis的MSBA也取得了出色的就业成绩。2021届毕业生就业报告，学生的平均起薪达到了10.9万美元！而且国际学生留美就业率很高，2019届披露的数据是100%国际学生实现留美就业！根据最新的2022届毕业生就业报告，学生的平均起薪达到了13.1万美元！这是UC Davis的MSBA项目历史最好的就业数据，比2021年整整提高了2.2万美元！平均signing bonus也达到了19,627美元，比2021年提升了111%。而毕业6个月后的就业率则达到了95%。",未找到课程设置,https://gsm.ucdavis.edu/master-science-business-analytics-msba
,金融数学理学硕士,Master of Science in Financial Mathematics,"商科, 金工金数",,芝加哥大学,金工金数,STEM,秋季,5 quarters,机面（video）,无,多元微积分、概率论、线性代数,雅思: 90; 托福: 7,"芝加哥大学金融数学项目隶属于数学系，General的话是15 months，也就是5 quarters。课程设置：融合金工金数三大核心版块，数学+CS+金融，挺全面的了，项目亮点在于有1 quarter的Project Lab，可以允许学生去芝加哥Booth商学院参加项目，且对就业拿return offer也很有益。就业方面：Chicago也是金融中心，虽然工作机会没有NYC多，但UChi金数在当地金融届，想进各种投行、券商、交易公司，还是具有绝对优势。芝加哥金数非常适合对quant trading有特殊兴趣的人。毕业后想进入prop trading firm、hedge fund的，芝加哥有得天独厚的优势。芝加哥这样的fund有很多，比如Citadal、CTC等等，他们很愿意从芝加哥大学本科/masters招人。纽约的其他知名fund， 比如jane street等等，也都会来芝加哥招人。但是必须做好心理准备，买方的fund对人才非常picky，芝加哥金数能去的人仍然很少，但概率比除纽约外的其他学校已经大很多了。根据官网最新就业报告显示，芝加哥金数就业率（23fall毕业生3个月是95%，6个月是98%）上是81%留美，14%在中国，留美的比例中有23%在芝加哥本地，21%在NYC。录取方面：Class size近几年相对18、19年来说有明显扩招，从原本的80～90扩到了120～140，陆本比例还是比较高的。由于项目是金融数学，对数学背景要求就很高，最好是数学或者理工科背景。先修课：multivariable calculus, linear algebra, and probability必须要具备C++ 或者其他的编程能力，具有MATLAB编程经历的申请者将具有优势。有Video Statement，无后续真人面。",未找到课程设置,http://finmath.uchicago.edu/page/curriculum
,信息技术战略硕士,Master of Information Technology Strategy,"商科, 信息系统",,卡内基梅隆大学,信息系统,STEM,秋季,18个月,无,无,"申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。申请者需具备编程,数据分析能力。
先修课要求： 算法和数据结构； 编程能力（Python, C, C++, or Java至少其一）； 分析能力（统计 概率论 研究方法 经济等）",雅思: 100; 托福: 7.5,无,未找到课程设置,https://www.cmu.edu/ips/graduate-degrees/MITS/index.html
,数字媒体传播硕士,Master of Communication in Digital Media,"社科, 媒体与传播",,华盛顿大学,媒体与传播,STEM,秋季,15个月,无,无,"四年本科至少180ECTS 学分, 在最近两年学习均分3.0以上",雅思: 80; 托福: 6.5,"课程设置：华盛顿大学数字媒体传媒硕士时长15个月，是STEM, 侧重数字媒体时代的内容创新创作storytelling和平台运营。学生学习如何利用媒体制作、内容分发和分析来制定智能的参与策略。课程选择的自由度还是很高的。需要注意的是, 上课时间是晚上和周末(evenings and weekends), 职业导向型的项目。

录取方面：看重creativity, leadership and communication strengths超过标化。有video。",未找到课程设置,https://www.pce.uw.edu/degrees/masters-communication-digital-media
,商业分析硕士,Master of Science in Business Analytics,"商科, 商业分析",,福特汉姆大学,商业分析,STEM,秋季,1年,无,无,无,雅思: 100; 托福: 7,课程设置：Fordham MSBA是1年的项目，10门课，7门核心课程和3门选修，非常适合没有太多BA基础的学生，必修课包括数据库，数据挖掘，文本分析，商业决策分析。想要更深入的话，选修可以选一个ML，AI等课程。涉及的软件包括Python， Tableau， Spotfire， SPSS， and SAS，非常就业导向，BA岗位的基础应用也够用了。录取方面：Size 100+，中国学生也挺多。有面试，G是optional。福特汉姆大学商业分析项目适合有NYC情节，意向留美的同学拿来保底，卖点就是stem +location。Bar也不高，奖学金也给力，就够了。就业方面：求职公司有如银行、消费品、能源、政府、医疗保健、保险、制造业、制药和咨询公司。典型的工作包括:Bi开发人员、大数据分析师/顾问、商业分析等,未找到课程设置,https://www.fordham.edu/info/21535/business_analytics
,商业分析硕士,Master of Science in Business Analytics,"商科, 商业分析",,加州大学欧文分校,商业分析,STEM,夏季/秋季,12个月,机面（kira）,无,"大学毕业后在定量学科的工作或研究经验熟悉计算编程,如c++或熟悉计算或风险管理工具有统计和经济应用经验,如SAS, STATA, MATLAB, R, S-Plus熟练使用数学工具,如MATLAB或Mathematica",雅思: 80; 托福: 7,"课程设置：加州大学欧文分校BA项目时长1年，一共13节课，8节必修涉及了BA的三大块：分析方法、数据处理、和具体商业领域应用。具体涉及的领域除了数据管理分析，还有市场营销分析，运营分析。有一个capstone project，在500强企业实战商业环境下进行真正的商业分析工作，取之于实际用之于实际, 往届的合作公司包括迪士尼，KPMG, 益博睿，Amazon，Coca Cola，太平洋人寿等等。

就业方面：学校提供完善的就业服务，也为学生提供了很多行业network资源，再加上Irvine 的location，学生毕业6个月内的就业率达到90%，起薪$83.2K。行业分布比较多样，包括咨询公司，科技公司，金融服务业都有。

录取方面：size 有扩招，从class of 2019的 75到class of 2020有104左右，非美本学生比例不高(23%)，但其实国际生比例（Non-Permanent U.S. Work Authorization）还是比较高的（71%），不卡专业，主流以商科为主。平均gpa：3.44。大约有85%的录取都带奖学金。",未找到课程设置,https://merage.uci.edu/programs/masters/master-science-business-analytics/index.html
,人工智能工程-信息安全,MS in Artificial Intelligence Engineering - Information Security,"商科, 信息系统",,卡内基梅隆大学,信息系统,STEM,秋季,三或四个学期,无,无,申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,雅思: 100; 托福: 7,无,未找到课程设置,https://www.cmu.edu/ini/academics/msaie-is/index.html
,传播研究文学硕士,MA in Communication Studies,"社科, 传播",,佐治亚大学,传播,秋季,2年,1050美元/学分,无,无,具备相关学科知识经历,雅思: 80; 托福: 6.5,无,未找到课程设置,https://grad.uga.edu/degree/ma-communication-studies/
,工程硕士金工方向,Master in Engineering (MEng) with Financial Engineering Concentration and Cornell Financial Engineering Manhattan,"商科, 金工金数",,康奈尔大学,金工金数,STEM,秋季,3个学期,机面（kira）,无,"两个学期微积分,概率统计和/或随机过程,金融课程",雅思: 100; 托福: 7,课程设置：Cornell金融工程项目是ORIE下属的一个金工Concentration，全称为Financial Engineering Concentration and Cornell Financial Engineering Manhattan (CFEM)。ORIE另一个热门track 是DA(项目解析见DS专业方向)。项目于16年开始推出了一个Financial Data Science Certificate (FDSC) ，适合想要再多学一点ML和DS内容的学生。 该项目3个学期Fall-Spring-Fall，前两学期在Ithaca主校区， 最后一个学期可以在纽约曼哈顿校区，方便第一年后去纽约实习且方便后续在NYC找工作。 就业方面：该项目分为四个职业导向，分别为Trading，Quantitative Portfolio Management，Financial Data Science/Fintech，Financial Risk Management，20 Summer疫情下实习上岸率也100%。73%NYC，10%China。 录取方面：申请的话，金工track的人数居多，根据Quantnet数据显示，大概在30-50人左右。ORIE 整个项目GRE的中位数是：680 (165) Verbal， 800 (166) Quantitative， 3.50 Analytical。Quantnet Q的平均分是168+。托福有小分要求，但要求不高、Writing: 20， Listening: 15， Reading: 20， Speaking: 22. DDL比较早：一直都是12.1，然后会有个video的海面。康村录取会比较在意学校出身，美本海本陆本top985。录取甚至是按学校顺序发的。,未找到课程设置,https://www.orie.cornell.edu/orie/cfem
,获取失败,获取失败,,,,,,,,,,,,,,无
,商业分析硕士,MS in Business Analytics,"商科, 商业分析",,南卫理公会大学,商业分析,STEM,秋季,9个月,无,无,GPA3.0,雅思: 80; 托福: 6.5,无,未找到课程设置,https://www.smu.edu/cox/Degrees-and-Programs/MS-in-Business-Analytics
,经济学理学硕士,MS in Economics,"商科, 经济",,佐治亚理工学院,经济,STEM,秋季,1年,无,无,具备相关专业背景，具备一定数学分析能力,雅思: 90; 托福: 7,无,未找到课程设置,https://econ.gatech.edu/graduate/ms-econ
,医疗保健分析与信息技术,MS in Health Care Analytics & Information Technology,"商科, 信息系统",,卡内基梅隆大学,信息系统,STEM,秋季,两年,机面（kira）,无,"申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。申请者具备编程基础,熟悉 Python,Java与C++ Programming。",雅思: 100; 托福: 7,无,未找到课程设置,https://www.heinz.cmu.edu/admissions/health-care-analytics-information-technology/
,新闻与大众传播硕士,MA in Journalism and Mass Communication,"社科, 传播",,佐治亚大学,传播,秋季,2年,24676美元/年,无,无,面向新闻学和大众传播学等本科学位，偏好带有一点统计学背景的学生。若没有先决课程需要补课。,雅思: 80; 托福: 6.5,无,未找到课程设置,https://grad.uga.edu/degree/ma-journalism-and-mass-communication/
,金融硕士,Master in Finance,"商科, 金融",,芝加哥大学,金融,STEM,秋季,15个月,无,无,无特定必修课，但建议申请人修读过advanced quantitative coursework，并对coding有了解。课程举例：线性代数、统计学、多变量微积分、Python、C++等,雅思: 104; 托福: 7,无,未找到课程设置,https://www.chicagobooth.edu/master-in-finance
,商业分析硕士,MS in Business Analytics,"商科, 商业分析",,贝勒大学,商业分析,STEM,夏季,1年,无,无,无需工作经验；3学时的统计学或QBA；一些Python编程经验,雅思: 100; 托福: 7,无,未找到课程设置,https://hankamer.baylor.edu/msba
,农业与资源经济学硕士,MS in Agricultural and Resource Economics,"商科, 经济",,加州大学戴维斯分校,经济,STEM,秋季,32学分,无,无,必须完成中级微观经济学理论、统计学、计量经济学、微积分；强烈推荐线性代数、强烈推荐学习经济学、应用经济学或农业和资源经济学的其他高级课程。,雅思: 80; 托福: 7,"加州大学戴维斯分校的优势学科在于农学，其农业与资源环境学院下开设了一个农业与资源经济学（Agricultural and Resource Economics）。UCD的农业经济学方向学术研究能力在全美和全球都是很排的上的。项目性价比很高，大多会有入学奖学金。

课程设置：课程设置主要以微观、计量为基本，根据自己的研究方向，深耕发展经济/农业经济/资源环境经济等。

录取方面：Size不大，MS 人数在15-25，其中国际生10-12。 PHD项目的话，每届15-18人，国际生5-10人。先修课要求中级微观经济学、统计（主要是回归分析）、微积分：GRE Q>75%。申请难度不是很大，更重要的是研究方向对口，有申直博PHD被MS录取的。TA/RA机会多，成绩好可以直接留校读博或者申请其他phd项目。看重学生农业经济相关的学术经历。",未找到课程设置,https://aremasters.ucdavis.edu/
,信息网络理学硕士,MS in Information Networking Institute,"商科, 信息系统",,卡内基梅隆大学,信息系统,STEM,春季,三个学期,机面（kira）,无,申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,雅思: 100; 托福: 7,无,未找到课程设置,https://www.cmu.edu/ini/academics/msin/index.html
