ID,中文名称,英文名称,标签,所属院校,专业方向,入学时间,项目时长,项目学费,项目规模,就业比例,面试形式,培养目标,申请要求,语言要求,顾问解析,课程设置,申请时间,项目链接,项目官网,排名,学校类型,是否STEM
73048,会计硕士,MS in Accounting,"商科, 会计",福特汉姆大学,会计,STEM,秋季/春季/夏季,30学分,无,无,无,无,"本科没有参加过美国国税局税务课程的人需要学习ACGB 7184个人和商业实体税收，作为3学分的先决条件。

母语非英语且未在美国或英国完成本科或研究生课程的学位需要参加MSGB 809A Adv Pres and Public Speaking和MSGB 809B Advanced Corporate Communications，两门课程均为1.5学分。
根据过去的专业培训或学术课程，可能需要以下三个学分的先决课程:
会计基础I
ACGB 7120外部财务信息和报告
ACGB 7105财务会计
管理会计分析
ACGB 7184个人和企业实体税",无,"<p>福特汉姆大学的MSA项目分为一年的full-time program 和时间更长的part-time program。该专业是一门30学分的课程，有6门核心课程，18学分，包括金融对账分析、国际会计、职业和研究研讨会，除此之外还有会计/税收和商务选修课，除了Fundamentals of Accounting, Financial Accounting, and Individual and Business Entity Taxation.以外，可选择任意税收或会计选修课。</p><p> </p><p>该项目就是为四大会计事务所和其他高端公司而设计的。学生可以学习到最新的相关法律和进行最好的实践，该项目老师，除了本校的老师，也有已经工作的前辈来教授课程，毕业之后，这些老师可能也会是你的老板。学生就业的主要渠道为会计师事务所，企业、政府部门或者创业公司，从事职位比如人员会计师，公共会计师，管理会计师，政府会计师，审计或内部审计师。也有很多毕业生成功在顶级国际公司就业，例如花旗银行、摩根士丹利和普华永道。</p><p> </p><p>福特汉姆大学的MSA项目对学生背景没有要求。学生的GPA均分要求在3.33。从工作经验的角度来说，工作经验不是必须的。从分数上来说的话，福特汉姆商学院建议申请者TOEFL总分不低于100，GRE或者GMAT成绩是一定提交的，要求GMAT平均（mid50%）在640-700，托福最低分100，有面试环节，但是根据以往的申请经验，托福不到100的也有录取的，比较容易申请。对于想申请会计的同学，建议是最好是有相关的会计实习经验或工作经验，申请时明确自己申请会计项目的目的以及未来的职业规划。福特汉姆的会计项目有面试环节，所以充分的面试准备是非常重要的。从项目的课程设置来看，大多是以7开头的课程，难度高，而且前提课程难度也不低，因此，建议想申请的同学要具备一定的会计基础。</p>",无,无,https://www.compassedu.hk/majr_73048,无,,"商科, 会计, 爱国者联盟",是
73676,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73676,无,,,否
65717,计算社会科学硕士,MA in Computational Social Science,"商科, 经济",芝加哥大学,经济,STEM,秋季,2年,无,无,无,无,无,无,"<p>芝加哥大学MACSS项目是跨学科的2年制项目，强调计算方法和统计技能的学习及运用，意在用computational methods去更深入研究自己感兴趣的社科领域。是非常好的PhD跳板项目（79%的读博），尤其economic track最热门，其次是sociology track。</p><p>

课程设置：芝加哥是quarter制，1年3个quarter，一个quarter三门课，总共18门课程和1篇硕士论文。总体更适合走学术路线的学生。课程主要分为：计算分析方法，自选方向的选修课+CS with Social Science Applications，有定量研究方法的训练，学一些大数据，CS 和machine learning，有助于用更复杂的模型分析方法去进行具体细分方向的深入研究。</p><p>

就业方面：因为项目融入了CS方面课程，再加上Stem认证，还有一个CSS internship program，也给了学生留美从事ds/da等方面工作的可能性，但需要注意的是：芝加哥的cs专业并不算强势学科，再加上芝加哥的location也不是tech岗位需求旺盛的地区。</p><p>

录取方面：2016fall 招收第一届学生，隔壁MAPSS项目历史更悠久，size从最初的20+扩到目前的50+左右，近两年都维持在50左右。国际生比例挺高，陆本友好，各专业背景友好，经济、心理学、广告、统计等等都可，没有面试。语言要求托福小分>26，雅思小分大于7，但并不卡语言，会发con offer让你再考。奖学金很大方，100%录取有1/3到1/2的奖学金。</p>",无,无,https://www.compassedu.hk/majr_65717,无,,"商科, 经济, 美国大学协会, 全球大学校长论坛",是
73037,经济学理学硕士,MS in Economics,"商科, 经济",德州农工大学,经济,STEM,春季/秋季,32学分,无,无,无,无,暂无,无,无,无,无,https://www.compassedu.hk/majr_73037,无,,"商科, 经济, 美国大学协会, 东南联盟, 国际大学气候联盟",是
73045,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73045,无,,,否
71895,材料科学与工程理学硕士,M.S. in Materials Science and Engineering,"工科, 材料",加州大学欧文分校,材料,秋季,36学分,26544美元/年,无,无,无,无,GPA3.0以上。所有申请材料在2月28号之前收到,无,无,无,无,https://www.compassedu.hk/majr_71895,无,,"工科, 材料, 公立常青藤, 美国大学协会, 国际公立大学论坛",是
65716,社会科学硕士-经济学方向,MA Program in the Social Sciences - Economics,"商科, 经济",芝加哥大学,经济,秋季,1年,6700美元/课,无,无,无,无,建议修过实证分析、计量经济学和多变量微积分、线性代数、概率和统计的高级课程。,无,"<p>芝加哥大学MAPSS隶属于Division of Social Science，这里有芝加哥经济学派，芝加哥社会学派的顶尖教授和学者。MAPSS是一年制的项目，提供了5大社科分支：人类学，经济学，历史学，社会学，政治学。其中以经济学最为热门，是经济学PhD跳板项目。</p><p>

课程设置：MAPSS的workload非常之大，毕竟短短一年内要完成9门课程和1篇硕士论文。选课自由度非常之高，1门必修8门选修。</p><p>

录取方面：录取难度高，但size也不算小，中国学生友好，看重学术research经历，不卡语言，录取后考出来也可以。录取基本都带奖，奖学金非常丰厚。</p>",无,无,https://www.compassedu.hk/majr_65716,无,,"商科, 经济, 美国大学协会, 全球大学校长论坛",否
72884,会计硕士,Master of Accountancy,"商科, 会计",凯斯西储大学,会计,STEM,秋季,9个月,无,无,真人单面,无,在课程开始之前完成财务会计和成本会计（1+2）的课程，具备一定的会计基础知识,无,无,无,无,https://www.compassedu.hk/majr_72884,无,,"商科, 会计, 美国大学协会",是
65601,管理学硕士,Master of Management,"商科, 管理",密歇根大学安娜堡分校,管理,夏季/秋季,10个月,53908美元,无,无,机面（kira）,无,微积分、统计学(获得C或以上的成绩),无,"<p>密歇根大学安娜堡分校的管理学硕士隶属于Ross商学院，是老牌管理学项目，不是STEM专业。课程主要是培养学生的商业化思维，涉及内容很广，包括运营、财务、营销、战略、宏观经济等等。</p><p>

就业方面：依托于Ross强大的校友网，项目的就业非常好，毕业生3个月内的就业率为93%，也只有4.3%的international，其他都是留美。因为学生本科的不同背景，管理学的就业范围非常广，除了主流的管理咨询，不少同学也去了科技领域的技术咨询和技术管理等岗位，还有部分选择了自主创业。</p><p>

录取方面：项目针对非商科背景的申请者（国贸/经济一般可以），适合工作经验不足2年的申请者；录取的学生41%是人文社科背景，也有一些理工科的学生。项目规模略微增长了，目前在120人左右，但国际生比例不高，陆本里SJTU有先天优势；文书很重要，很看insights。</p>",无,无,https://www.compassedu.hk/majr_65601,无,,"商科, 管理, 公立常春藤, 十大联盟",是
73044,电子工程硕士,MS in Electrical Engineering,"工科, 电气电子",南卫理公会大学,电气电子,秋季/夏季,30学分,1128美元/学分,无,无,无,无,GPA3.0,无,无,无,无,https://www.compassedu.hk/majr_73044,无,,"工科, 电气电子, 私立研究型大学, 国家一类研究型大学之一",是
73743,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_73743,无,,,否
65705,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_65705,无,,,否
72872,电气工程,MS in Electrical Engineering,"工科, 电气电子",凯斯西储大学,电气电子,STEM,秋季/春季,30学分,无,无,无,无,在工程、数学、电气方面取得学士学位,无,无,无,无,https://www.compassedu.hk/majr_72872,无,,"工科, 电气电子, 美国大学协会",是
71943,土木与环境工程理学硕士,MS in Civil and Environmental Engineering,"工科, 环境工程",卡内基梅隆大学,环境工程,秋季/春季,96学分,52100美元/年,无,无,无,无,"先修课要求：基础的数学和科学课程,在线申请需要上传完整的课程审核表",无,"<p>卡梅的土木和环境工程专业2024年专排全美前十,是传统理工科强校，CEE这个项目分9个月和16个月两个项目，这两种学制的MS不可以互转，不过1.5年制可以转至1年制。这个项目是授课型，有三个分支：Advanced Infrastructure Systems (AIS)，Environmental Engineering, Sustainability and Science (EESS)和Mechanics Materials and Computing (MMC)。课程设置分的比较全面而且可以自由选课，包含土木结构，地址，环境等方面。土木工程虽然是比较传统的专业，但是结合CS/AI也有新的发展和应用。CMU的CEE下面就有smart structure这个concentration，一些先锋课程比如Sensing& Data Mining in Smart Structure and Systems.这个项目还有机会double工程管理，就业资源也不错。就业学生去房地产，设计院比较多，施工单位少数。薪资水平整体60k+。</p><p> </p><p>每年大概收到600份申请，录取约120人。申请要求申请者本科毕业，不限专业背景，不过大部分都是工程背景，非工程背景也可以申请，但需要完成五门先修课程。语言要求托福不低于84分，阅读，听力和写作单项不低于22分，口语不低于18分；雅思总分不低于7分。录取学生背景多为海本/国内92，建议GPA3.7+，有1-2段相关科研或实习。这个项目比较适合1.对教授研究方向感兴趣，以后想跟着读PhD。或者想继续在其他学校读PhD的人，卡梅是不错的跳板。2.想进名校但成绩没有很拔尖的同学（录取门槛不是很高）另外一种人就是拿这个项目作跳板，去修其他学院课程的人，就是转方向比如CS的人。</p>",无,无,https://www.compassedu.hk/majr_71943,无,,"工科, 环境工程, 美国大学协会, 新常春藤, 全球大学校长论坛",是
73076,会计硕士,Master of Accountancy,"商科, 会计",贝勒大学,会计,春季/夏季/秋季,33学分,"23,422美元/年",无,无,无,无,GPA和会计课程的GPA要高,无,无,无,无,https://www.compassedu.hk/majr_73076,无,,"商科, 会计, 私立研究型大学, 浸信会大学",否
71905,材料科学与工程工学硕士,Master of Engineering in Materials Engineering,"工科, 材料",伊利诺伊大学香槟分校,材料,秋季,36学分,36798美元/年,无,无,无,无,This program is not currently accepting applications.,无,"<p>伊利诺伊大学厄本那-香槟分校材料科学与工程系研究生阶段开设有材料科学与工程硕士（MS in Materials Science & Engineering）：为期1.5-2年，以授课内容为主，分带毕业论文和不带毕业论文两种，带毕业论文项目需修读32个学分（8个学分的thesis research和24个学分的course），不带毕业论文项目需修读36个学分。项目也为学生提供了不同的细分方向：生物材料，金属材料，聚合物/软材料，电子材料，陶瓷，和计算材料科学。</p><p> 

录取方面: 平均GPA：3.65; GRE: 80% for Quantitative, 70% for Verbal and 90% for Analytical. 托福：103，雅思：7.5。</p>",无,无,https://www.compassedu.hk/majr_71905,无,,"工科, 材料, 公立常春藤, 十大联盟, 美国大学协会, 国际大学气候联盟",是
75233,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_75233,无,,,否
72078,电气工程理学硕士,MS in Electrical Engineering,"工科, 电气电子",凯斯西储大学,电气电子,春季/秋季,30学分,25419美元/学期,无,无,无,无,均分B或排名前三分之一,无,"<p>凯斯西储大学电气工程与计算机科学系研究生阶段开设了Master of Science in Electrical Engineering硕士，有三个模式可供选择: research-focused研究导向的, project-focused项目导向 和course-focused修课式。学系主要研究领域涵盖了计算智能，机器人控制，微机电系统(MEMS)，微/纳米传感器和集成电路，无线植入式生物传感器，手术机器人和仿真等等；学生可以接触到最前沿的研究。</p><p>   

录取方面：size不大，每年30个人左右。</p>",无,无,https://www.compassedu.hk/majr_72078,无,,"工科, 电气电子, 美国大学协会",是
73686,环境工程理学硕士,MS in Environmental Engineering,"工科, 环境工程",密歇根大学安娜堡分校,环境工程,STEM,秋季,30学分,无,无,无,无,申请者GPA 最好达到3.56以上,无,无,无,无,https://www.compassedu.hk/majr_73686,无,,"工科, 环境工程, 公立常春藤, 十大联盟",是
74069,电力与计算机工程硕士,MS in Electrical & Computer Engineering,"工科, 电气电子",贝勒大学,电气电子,STEM,秋季/春季,30学分,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_74069,无,,"工科, 电气电子, 私立研究型大学, 浸信会大学",是
71904,材料科学与工程理学硕士,Master of Science in Materials Science & Engineering,"工科, 材料",伊利诺伊大学香槟分校,材料,秋季,1.5-2年,36798美元/年,无,无,无,无,无,无,"<p>伊利诺伊大学厄本那-香槟分校材料科学与工程系研究生阶段开设有材料科学与工程硕士（MS in Materials Science & Engineering）：为期1.5-2年，以授课内容为主，分带毕业论文和不带毕业论文两种，带毕业论文项目需修读32个学分（8个学分的thesis research和24个学分的course），不带毕业论文项目需修读36个学分。项目也为学生提供了不同的细分方向：生物材料，金属材料，聚合物/软材料，电子材料，陶瓷，和计算材料科学。</p><p> 

录取方面: 平均GPA：3.65; GRE: 80% for Quantitative, 70% for Verbal and 90% for Analytical. 托福：103，雅思：7.5。</p>",无,无,https://www.compassedu.hk/majr_71904,无,,"工科, 材料, 公立常春藤, 十大联盟, 美国大学协会, 国际大学气候联盟",是
74003,电气工程工程硕士,MEng in Electrical Engineering,"工科, 电气电子",德州农工大学,电气电子,STEM,春季/秋季,30学分,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_74003,无,,"工科, 电气电子, 美国大学协会, 东南联盟, 国际大学气候联盟",是
73103,卫生政策与经济学硕士,MS in Health Policy and Economics,"商科, 经济",康奈尔大学,经济,秋季,11个月,1764美元/学分,无,无,无,无,MS.biostatistics and data science:至少有两个大学级别的微积分学期，一些线性代数和丰富的编程经验.MS.health informatics:定量推理、计算机编程、医疗保健或生物科学,无,"<p>Ms in Health Policy and Economics项目开设在Cornell大学的Weill康奈尔医疗学院下的population health science系，学制三个学期，36个学分。项目的概括是：Training Students to Identify the Most Effective Ways of Delivering High-Quality Healthcare at Lower Cost. 定性的课程主要有关美国的healthcare system，定量的课程更多，包括了biostats, 计量和 coding 此外，还有一个capstone project，是一个非常好的实践机会。 与传统公共卫生硕士课程相比，该项目更强调广泛的政策视角，包括支付政策，医疗保险覆盖范围以及与医疗保健服务体系相关的结构性问题。项目本身size 不大，给分相对也比较友好。学生中有相当多已有工作经验，包括了外国政府资助来学习的政府人员，当然也包括应届来留学的中国学生。</p><p>项目靠近NYC上东，全美比这个位置好的也没几个了，非常适合吃喝玩乐和 networking+找工。就业方向有数据和政策分析，医疗保健咨询，项目管理等。官网显示留美率达80%。</p><p>虽然没有公布具体数据，但是绝对不算低，旦较为优秀的双非和背景相对普通的211都有可能录取。对GRE没有要求。相比Cornell 其他项目比如 AEM可以说是相当友好了，而且Weill是正宗的 Cornell 适合冲 title 的学生。而且是STEM，有三年 OPT。官网Q&A明确说明不需要高级的定量技能或经济学背景，可以跨申，需要wes。先修要求一般要具备SAS，R，Stata等编程经验。目前 HPE知道的人还不算多，但可以预测的是接下来几年bar会逐年上涨，尤其是对陆本来说。就读学生反馈也不错，读博的去向都很好。</p>",无,无,https://www.compassedu.hk/majr_73103,无,,"商科, 经济, 常春藤联盟, 美国大学协会, 国际大学气候联盟",是
71791,化学工程理学硕士,MS in Chemical Engineering,"工科, 化工",佐治亚理工学院,化工,秋季,31学分,1215美元/学分,无,无,无,无,"具有化学工程、生物工程、造纸科学与工程或密切相关学科背景。GPA达到3.3/4.0。国内学历的学生建议用 IEE(link is external), Educational Perspectives(link is external), or SpanTran Pathways做Evaluation",无,"<p>佐治亚理工学院化学与生物分子工程系（School of Chemical & Biomolecular Engineering，缩写：CHBE）研究生阶段开设有化学工程理学硕士（MS in Chemical Engineering）：为期2-3个学期，属授课型项目，不要求毕业论文，其课程设置也十分灵活，学生可以选择适合个人发展的学业计划。</p><p> 

录取方面：建议申请者有化学工程专业背景。如拥有其它本科专业背景比如BS chemistry degree，也可被录取，但必须修读过微积分，微分方程，且物理背景优秀，同时建议申请者修过专业的先修课，包括(1)质量和能量守恒，(2)传输过程(热、流体和质量)，(3)热力学和(4)动力学和反应堆设计。</p>",无,无,https://www.compassedu.hk/majr_71791,无,,"工科, 化工, 公立常春藤, 大西洋海岸联盟, 新工科教育国际联盟",是
73684,环境健康科学理学硕士,MS in Environmental Health Sciences,"工科, 环境工程",密歇根大学安娜堡分校,环境工程,STEM,秋季,2年,无,无,无,无,"先修课要求
1. 普通生物学
2. 普通化学
3. 有机化学
4. 普通物理
5. 微积分学",无,无,无,无,https://www.compassedu.hk/majr_73684,无,,"工科, 环境工程, 公立常春藤, 十大联盟",是
73053,会计理学硕士,MS in Accounting,"商科, 会计",美利坚大学,会计,STEM,春季/秋季,1-2年,无,无,无,无,暂无,无,无,无,无,https://www.compassedu.hk/majr_73053,无,,"商科, 会计, 爱国者联盟",是
73770,化学工程工程硕士,MEng in Chemical Engineering,"工科, 化工",加州大学戴维斯分校,化工,STEM,秋季,2年,无,无,无,无,GPA3.0以上，prefer3.25以上,无,无,无,无,https://www.compassedu.hk/majr_73770,无,,"工科, 化工, 公立常春藤, 美国大学协会, 环太平洋大学联盟, 国际公立大学论坛",是
65816,电气与计算机工程硕士,MEng in Electrical and Computer Engineering,"工科, 电气电子",康奈尔大学,电气电子,秋季,1年,56550美元/年,无,无,无,无,GPA 至少达到3.5,无,<p>ECE所属的学院是康奈尔工学院下最大的学院之一。</p><p>课程设置：ECE项目相比CS会更加偏向硬件一些，基于CS火热的现状，很多美国高校的纯CS项目申请难度都很高。秘ECE相对来说申请难度比CS低一些，加之Cornell ECE选课、做project方向相对比较自由。对于没有决定具体研究生方向的学生和想转软的学生，是一种不错的选择。ECE MEng项目为期一年，分为两个学期。通常就读该项目的同学会申请延长-学期。延长的好处一个是减轻学习压力，另一个就是可以参加假期的实习，实习的经历对于将来找工作也是很有帮助。M.Eng.项目课程共计30学分，每学期15分。其中教师指导的设计项目占3-8学分，ECE必修的四门核心课程占14-16学分。剩下的学分可以自由选择需要的课程( 转软的同学可以选CS课程)。如果选择3学期毕业的同学，则每学期需要达到12学分，一共36学分。需要注意的是，对于想申请延期毕业的同学，如果前两个学期已经拿了36学分就会因为已经达到毕业标准而不能延期。除了正常的基础课程之外，还会有一个为期一年的project，转码的同学可以通过这个项目来提高自己的CS能力，同时丰富自己的简历。</p><p>就业方面：Cornell MEng ECE 有 co-op的，方便学生积累实习经历，对找工作很有帮助。</p><p>录取方面：项目对转专业的同学比较友好，在录取的时候对同学的背景要求也没有特别严格。针对硬性成绩，一般还是建议托福105+，雅思7.0+，GRE320+，GPA最好在3.4+。</p>,无,无,https://www.compassedu.hk/majr_65816,无,,"工科, 电气电子, 常春藤联盟, 美国大学协会, 国际大学气候联盟",是
73038,会计理学硕士,MS in Accounting,"商科, 会计",德州农工大学,会计,春季/秋季,37-39学分,"38,500美元",无,无,无,无,需要完成以下课程学习： 宏观经济学原理，微观经济学原理，财务会计概论(会计概论I)，管理会计概论(会计概论II)，商业计算概论(BCIS类型课程) 若本科学习的其他学科，则需完成以下课程：中级会计一、二，财务管理，审计，所得税，会计信息系统。GPA要求未明确标出，具体参考往年的录取情况https://mays.tamu.edu/ms-accounting/current-class-profile/,无,无,无,无,https://www.compassedu.hk/majr_73038,无,,"商科, 会计, 美国大学协会, 东南联盟, 国际大学气候联盟",否
71941,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71941,无,,,否
71700,对外英语教育学硕士,M.S.T. in Teaching English to Speakers of Other Languages,"社科, 教育",福特汉姆大学,教育,春季/夏季/秋季,36学分,54000美元,无,无,无,无,GPA至少3.0,无,"<p>Fordham Master of Science in Teaching (M.S.T.) in TESOL隶属于教育学研究生院，在曼哈顿中城区的林肯中心校区（Lincoln Center Campus）上课，36个学分，就是培养K-12 的ESL老师的。</p><p>
录取方面：有春夏秋3季入学！建议有K12相关的语言教学经历</p>",无,无,https://www.compassedu.hk/majr_71700,无,,"社科, 教育, 爱国者联盟",否
71797,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71797,无,,,否
74002,电气工程理学硕士,MS in Electrical Engineering,"工科, 电气电子",德州农工大学,电气电子,STEM,春季/秋季,30学分,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_74002,无,,"工科, 电气电子, 美国大学协会, 东南联盟, 国际大学气候联盟",是
65817,电气与计算机工程硕士,MEng in Electrical and Computer Engineering(TECH),"工科, 电气电子",康奈尔大学,电气电子,秋季,1年,58586美元/年,无,无,无,无,无,无,"<p>康奈尔Cornell Tech校区也开设了电气与计算机工程硕士是一项为期一年的沉浸式课程，旨在教授工程师、科学家和定量分析师在信号处理、数据科学和决策理论方面的重要最新方法。</p><p>

课程设置：跟Ithaca本校项目相比，更偏应用层面，课程最大的特色在于studio创业向的课程的设置，同时也会培养学生的沟通能力，商业能力等，更适合本身专业基础已经相对扎实，同时未来有创业想法的同学。</p><p>

录取方面：Bar相对比Ithaca略低一点，但整体持平。</p>",无,无,https://www.compassedu.hk/majr_65817,无,,"工科, 电气电子, 常春藤联盟, 美国大学协会, 国际大学气候联盟",是
75230,社会政策硕士,Master of Social Policy,"社科, 公共政策与事务",圣路易斯华盛顿大学,公共政策与事务,秋季,1年,"48,010美元/年",无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_75230,无,,"社科, 公共政策与事务, 新常春藤, 美国大学协会, 大学研究协会",否
65544,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_65544,无,,,否
72860,法学硕士,Master of Laws,"社科, 法律",伊利诺伊大学香槟分校,法律,秋季/春季,32学分,"46,500美元",无,无,无,无,申请人必须持有学士学位、法学学士学位或同等学位。 学士学位不一定需要是法律专业。,无,无,无,无,https://www.compassedu.hk/majr_72860,无,,"社科, 法律, 公立常春藤, 十大联盟, 美国大学协会, 国际大学气候联盟",否
65626,管理学硕士-会计方向,MPS in Management – Accounting Specialization,"商科, 会计",康奈尔大学,会计,STEM,春季/秋季,1年,无,无,机面（kira）,无,"需要完成经济学,统计学,商业或管理,财务会计,金融和市场营销的先修课程。",无,<p>课程设置：康奈尔大学管理学硕士项目（会计方向）隶属于SC Johnson商学院，17fall是第一届。项目时长1年，是STEM项目，也是CPA导向的，课程自由度算比较大的。</p><p> </p><p>就业方面：根据官方披露的数据，22年99%的就业率，起薪$75692</p><p>录取方面：录取上呈扩招趋势，之前的class size在20人左右，20fall扩张到40人，21fall会进一步扩到45人。官方给到的profile可以看出申请来说对“纯陆本”不怎么友好，偏好美本或中外合作本科，同时申请者需要具有商科背景，GPA需要达到3.4+；从20fall开始新增了video essay。项目也可以选择春季入学，不过spring intake更适合有工作经验的申请者，申请截止日期是每年的12月初。</p>,无,无,https://www.compassedu.hk/majr_65626,无,,"商科, 会计, 常春藤联盟, 美国大学协会, 国际大学气候联盟",是
73952,会计与信息系统硕士,Master of Accounting and Information Systems,"商科, 会计",弗吉尼亚理工大学,会计,春季/秋季/夏季,30学分,"1,740.5美元/学分",无,无,无,无,GPA3.0，若GPA2.75-GPA3.0之间，可能会要求提供GMAT成绩,无,无,无,无,https://www.compassedu.hk/majr_73952,无,,"商科, 会计, 大西洋海岸联盟",是
72110,社会政策硕士（双学位）,Master of Social Policy (dual-degree),"社科, 公共政策与事务",圣路易斯华盛顿大学,公共政策与事务,秋季,1年,45700美元/学期,无,无,无,无,"满足以下条件之一：
1. 现在或将来追求MSW/MSP或MPH/MSP双学位的学生
2. 已经完成一个paired研究生学位
3. 正就读于一个全球合作项目
4. 准备申请JD/MSP双学位",无,"<p>新一代的领导者，不论工作在哪个领域，都应当对社会问题的实质有所了解，也应当懂得如何去设计、管理和评估社会政策。正是出于这种对未来领导者的期望，圣路易斯华盛顿大学布朗学院Brown School开设了社会政策硕士（Master of Social Policy）项目。该项目旨在培养具有社会政策专业能力和公共政策战略视角的复合型人才，同时兼具全球视野和国际竞争力，成为“新一代全球社会政策领军者” next generation of global leaders。学生将熟练掌握社会政策的基本理论、基本知识和具体操作技能，熟练的社会服务能力和良好的沟通能力。</p><p> 

课程设置：项目时长1年，31个学分，包括360 hour full-time internship。一个学院为社会政策专业的学生提供统计学、经济学、公共政策分析、公共政策实务与管理学等五大核心板块的课程。此外，学院还将根据学生职业发展方向与研究兴趣为学生提供在美国实习机会。学生将有机会在各类国际组织、政府机构及非盈利组织中实习工作。被录取的学生可申请布朗奖学金(Brown Merit-Based Scholarship)、助学金(Need-Based Scholarship)等奖助机会。学院同时还与圣路易斯华盛顿大学的其他专业和学院开设有双学位项目，如社会工作/社会政策双学位项目，公共卫生/社会政策双学位项目等。</p><p> 

录取方面：中国学生可以申MSP Global dual-degree，社会政策硕士项目参与合作的国内顶尖高校有：北京大学、复旦大学、华东理工大学、南开大学、西安交通大学、香港理工大学、RUC（排名不分先后）。也可以申MSW/MSP dual-degree。</p>",无,无,https://www.compassedu.hk/majr_72110,无,,"社科, 公共政策与事务, 新常春藤, 美国大学协会, 大学研究协会",否
73056,市场营销理学硕士,MS in Marketing,"商科, 市场营销",美利坚大学,市场营销,秋季,11个月,"55,980美元",无,无,无,无,暂无,无,无,无,无,https://www.compassedu.hk/majr_73056,无,,"商科, 市场营销, 爱国者联盟",否
71758,生物工程理学硕士,MS in Bioengineering,"工科, 生物工程",佐治亚理工学院,生物工程,秋季,30学分,1215美元/学时,无,无,无,无,"GPA达到3.3/4.0。先修课：2年微积分和微分方程课程,1年微积分物理学课程,1年化学（最好是有机化学）课程,1学期生物学课程",无,<p>佐治亚理工学院生物医学工程系研究生阶段开设有以下学位项目，分别是：生物医学创新与发展硕士（Master of Biomedical Innovation and Development）(MBID)：为期1年（相当于连续的3个学期），关注生物医学工程设备与技术领域的前沿发展，学生共需修读36个学分，包括一个team-based clinical project，职业导向。佐治亚理工学院生物工程理学硕士Master of Science in Biomedical Engineering (MS BMED)项目为期1-2年，共需修读30个学分，虽然有non-thesis，和thesis2个修课模式的选择，但整体偏学术研究导向，适合未来想要在生物医学工程领域继续读博，或者从事业界研究岗的学生。有春/秋季入学</p>,无,无,https://www.compassedu.hk/majr_71758,无,,"工科, 生物工程, 公立常春藤, 大西洋海岸联盟, 新工科教育国际联盟",是
71820,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_71820,无,,,否
73022,电子工程工程硕士,MEng in Electrical Engineering,"工科, 电气电子",弗吉尼亚理工大学,电气电子,STEM,春季/秋季,3个学期,无,无,无,无,学生必须在成绩单上至少开设一门相当于CS2114.几乎所有的大学和学院都教授类似的课程。咨询VT 本科转学同等学历数据库在其他机构查找CS2114等效课程。强烈建议学生在尝试CS5040之前精通Java编程语言。学生需要为 CS5040 – 中间数据结构做好准备 和算法分析，它在很大程度上依赖于面向对象的设计设计，数据 结构概念和Java编程。他们还需要认真练习编写适当规模的程序，这意味着大量的编程实践。虽然进入该计划不需要，但其他有用的背景将是离散数学课程，以及基本计算机体系结构或计算机组织的课程，类似于CS2505.,无,无,无,无,https://www.compassedu.hk/majr_73022,无,,"工科, 电气电子, 大西洋海岸联盟",是
74026,法学硕士,Master of Laws,"社科, 法律",福特汉姆大学,法律,春季/秋季,30学分,"68,156美元/年",无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_74026,无,,"社科, 法律, 爱国者联盟",否
72611,供应链管理理学硕士,MS in Supply Chain Management,"商科, 供应链管理",圣路易斯华盛顿大学,供应链管理,STEM,秋季,18个月,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_72611,无,,"商科, 供应链管理, 新常春藤, 美国大学协会, 大学研究协会",是
