program_id,student_name,created_at,updated_at,school,applied_program,bachelor_university,bachelor_major,experience,admission_year,gpa,language_scores
,L同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,元宇宙科技理学硕士,东北大学,软件工程,1. 某信息技术公司工程师实习2. 某科技公司前端工程师实习3. 微信小程序设计大赛东北赛区二等奖,大四,87,雅思7
,W同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,元宇宙科技理学硕士,北京工业大学,土木工程,1. 宏伟顺通市政?程有限公司项目经理助理2. 海尔智家人工智能实习生3. 基于c++语言的flappy bird游戏demo4. 基于美国人口普查数据的影响因素分析项目5. 智能家电项目6. 基于语言模型的桌面操作系统RPA程序,已毕业,2.98,雅思6
,L同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,创新多媒体娱乐理学硕士,中央民族大学,环境工程,1. 全国大学生电子商务“创新、创意及创业”挑战赛2. FUNPLUS动作特效实习生3. 中国大学生计算机设计大赛,大四,85.56,雅思7（6.5）
,L同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,区块链科技理学硕士,北京工业大学,计算机科学与技术,1. iCAN全国大学生创新创业大赛：在线编程平台开发2. 美团商业分析精英大赛：基于knn算法的数据化运营3. 星火基金项目：基于深度学习的数据检测,大四,86.37,雅思6
,M同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,国际航运及物流管理理学硕士,上海海事大学,海运与物流经济,1. 潘世奇物流公司快餐食品和饮料的店内配送和仓储案例分析2. 某物流公司实习生,大四,83,雅思6.5
,D同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,国际航运及物流管理理学硕士,大连海事大学,轮机工程,1. 中国海运联运(香港)有限公司-轮机工程师2. 学院-讲师,三年以上工作经验,2.88,雅思6.0
,W同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,工程商业管理理学硕士,江苏大学,工商管理,1. 连界投资有限公司：金融实习生2. 市场调查与分析大赛3. 全国商业精英挑战赛创新创业竞赛,大四,90.1,雅思6.5
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港理工大学,测绘及地理资讯学理学硕士,首都师范大学,遥感,1. 大运河沿线发展变化评价——以白浮泉至五河交汇处运河沿线为例2. 三维激光扫描仪系统参数精确标定3D,大四,88,雅思6
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,电子及资讯工程学理学硕士,,自动化,1. 计算机控制技术课程设计2. 国网电力公司运维部输变电实习生3. 美国大学生数学建模竞赛4. 自动控制系统课程设计5. 数字电路课程设计,大四,78.17,雅思7，GRE317
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,电子及资讯工程学理学硕士,上海交通大学,微电子科学与工程,1. xxx大学微纳电子学系 软件工程师2. 流水线的电脑处理器模拟仿真设计3. 三维纳米阵列图案生成算法的设计,已毕业,76.5,雅思6.5，无
,G同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,电子及资讯工程学理学硕士,东华大学,电气工程及其自动化,1. 联通售前技术支持2. 课程设计：数字电压表设计3. 课程设计：50000锭棉纺织厂供电设计4. 课程设计：高精度智能电容与电压测量系统设计5. 课程设计：工业4.0智能创造供料站控制系统6. 毕设7. IDC产业链图谱编制,一年工作经验,3.27,雅思6.5，无
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港理工大学,量化金融与金融科技理学硕士,电子科技大学,金融学,1. 字节跳动实习生2. 中国银河证券实习生3. 卷积神经网络在x射线图像中的应用4. 消费者选择影响因素的研究5. 交易策略分析6. 数字化转型对风险承受能力的影响,大四,84.09,雅思6.5，不考
,X同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,金融学硕士（企业金融）,广东外语外贸大学,金融学,1. 沙利文-行研实习2. 浦发银行-金融部实习,大四,87.33,雅思7，GMAT670
,L同学,2024/2/17 12:16,2024/2/17 12:16,香港科技大学,信息技术理学硕士,北京航空航天大学,计算机科学与技术,1. 基于微信小程序和网页的校园流浪动物管理系统2. 全国大学生数学建模竞赛3. 美国大学生数学建模竞赛,大四,88,雅思7
,S同学,2024/2/17 12:14,2024/2/17 12:14,香港科技大学,公共政策硕士,河海大学,土地资源管理,1. 某博物馆公共服务部实习生2. 南京某大剧院运营中心实习生3. 课程设计：不动产估价,大四,4.75,雅思7.5
,L同学,2024/2/17 12:16,2024/2/17 12:16,香港科技大学,化学与能源工程理学硕士,,化学工程与工艺,1. 化工原理课程设计：甲醇-水系统甲醇回收精馏塔设计2. 旭林精细化工有限公司3. 第十七届“天正设计杯”化工设计大赛4. 大学生科研训练计划项目（SRTP）：熔融结晶法分离提纯碳酸乙烯酯的研究,大四,2.93,雅思6.5
,S同学,2024/2/17 12:15,2024/2/17 12:15,香港科技大学,大数据科技理学硕士,北京理工大学,信息管理与信息系统,1. 共享停车位信息系统的设计与开发2. 北京某科技公司产品经理3. 好未来4. 关于大众点评早期用户评论对其后期用户评论影响的研究5. 大学生MOOC学习者特征及学习效果分析课题研究,三年工作经验,89.59,雅思7，GRE315
,W同学,2024/2/17 12:15,2024/2/17 12:15,香港科技大学,大数据科技理学硕士,华中科技大学,网络空间安全,1. 烽火通信科技股份有限公司解决方案设计员2. 课程设计：socket编程实验3. 操作系统的内存管理和设备管理4. 在Logisim平台中设计实现MIPS单周期和多周期处理器,大四,83.3,雅思7.5
,F同学,2024/2/17 12:16,2024/2/17 12:16,香港科技大学,生物技术理学硕士,浙江大学,生物医学,1. xx抗癌药物的研究进展2. 个人项目：探究纳米抗癌药物的研究进展3. xx生物学调查,大四,77.3,雅思6.0
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港科技大学,电信学理学硕士,,信息工程,1. MFC设计：基于C++的地铁查询系统设计与实现2. 校级重大srtp项目，国家重点领域srtp项目：基于镜像法反向射线追踪算法的6G无线信道建模研究3. 毕业设计：基于FPGA的智能超表面实时模块设计4. 论文《Image method based ray tracing for iiot and mobility scenarios》,已毕业,83.58,雅思6.5
,X同学,2024/2/17 12:12,2024/2/17 12:12,香港科技大学,电信学理学硕士,,信息工程,1. 珠海某半导体公司算法工程师2. 毕业设计：《基于图信号处理的分级预测系统及推荐方法研究》3. 多项机器人及图像识别相关专利,三年工作经验,86.33,雅思7
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港科技大学,航空工程理学硕士,,机械工程,1. 机电股份有限公司管培生2. 基于折纸原理的抓取结构设计与控制3. 全国大学生机器人大赛 RoboMaster 2021 机甲大师高校 系列赛区域赛（中部赛区）国家级二等奖4. 15 t 门座式起重机旋转机构设计及门架强度分析,一年工作经验,84.67,雅思6.5
,J同学,2024/2/17 12:11,2024/2/17 12:11,香港科技大学,集成电路理学硕士,东华大学,应用物理学,1. 课程设计2. 实习3. 课程设计,大四,83.1,雅思6.5
