school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
耶鲁大学,东亚研究文学硕士,MA in East Asian Studies,"社科,文化","专业方向: 文化 入学时间: 秋季 项目时长: 1-2年 项目学费: 46,900美元/年 项目规模: 15-25人",必须在入学时出示已完成至少两年的汉语或日语强化学习或同等学历的证据。,,{{ per_lang.name }},,,us,耶鲁大学_东亚研究文学硕士.json
德克萨斯大学奥斯汀分校,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 58,720美元 项目规模: 220人 国际学生: 28% 男女比例: 65:35",无具体要求。,,{{ per_lang.name }},,,us,德克萨斯大学奥斯汀分校_工商管理硕士.json
迈阿密大学,媒体管理硕士,MS in Media Management,"社科,媒体与传播","专业方向: 媒体与传播 入学时间: 秋季 项目时长: 1年 项目学费: 2,310美元/学分 项目规模: 15人",相关传媒或者商科背景,,{{ per_lang.name }},,,us,迈阿密大学_媒体管理硕士.json
康涅狄格大学,材料科学与工程理学硕士,MS in Materials Science and Engineering,"工科,材料",专业方向: 材料 入学时间: 秋季/春季/夏季 项目时长: 21-30学分 项目学费: 21132美元/学期,,,{{ per_lang.name }},,,us,康涅狄格大学_材料科学与工程理学硕士.json
俄亥俄州立大学,应用统计学硕士,Master of Applied Statistics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 37,140美元/年",学过微积分和线性代数课程,,{{ per_lang.name }},,,us,俄亥俄州立大学_应用统计学硕士.json
南加州大学,对外英语教学文学硕士,MA in Teaching English to Speakers of Other Languages(TESOL ),"社科,教育",专业方向: 教育 入学时间: 秋季 项目时长: 15个月 项目学费: 56980美元,,,{{ per_lang.name }},,,us,南加州大学_对外英语教学文学硕士.json
塔夫茨大学,化学理学硕士,MS in Chemistry,"理科,化学","专业方向: 化学 项目类别: STEM 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 54,196 美元","申请者需要持有相对应的学士学位,GPA达到3.0及以上",,{{ per_lang.name }},,,us,塔夫茨大学_化学理学硕士.json
加州大学洛杉矶分校,交通工程理学硕士,MS in Transportation Engineering,"工科,交通运输","专业方向: 交通运输 项目类别: STEM 入学时间: 秋季 项目时长: 4学期 项目学费: 11,700美元/年",1. 先修课要求：有微积分、线性代数和微分方程的知识；土木与环境工程180或有同等课程或专业经验；地理7、城市规划206A 或同等专业经验。 2. 申请人应持有B.S.学位。 最低平均绩点为3.0 。 3. 在极少数情况下，没有土木与环境工程本科学位的申请人可能会被录取。 通常，这些申请人拥有相关学位并已完成先修课。,,{{ per_lang.name }},,,us,加州大学洛杉矶分校_交通工程理学硕士.json
佛罗里达大学,统计学硕士,Master of Statistics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 37,993美元 平均G: 318",GPA3.0及以上。,,{{ per_lang.name }},,,us,佛罗里达大学_统计学硕士.json
南卫理公会大学,金融硕士,MS in Finance,"商科,金融","专业方向: 金融 项目类别: STEM 入学时间: 秋季 项目时长: 9个月 项目学费: 45,534美元/全部 项目规模: 77人 平均成绩: 3.43 平均G: 676 国际学生: 14% 男女比例: 27:73",暂无,,{{ per_lang.name }},,,us,南卫理公会大学_金融硕士.json
威廉玛丽学院,心理学硕士,MS in Psychology,"社科,心理学","专业方向: 心理学 入学时间: 秋季 项目时长: 两年 项目学费: 35,136美元",本科修过心理学的实验/研究方法，心理统计课程。,,{{ per_lang.name }},,,us,威廉玛丽学院_心理学硕士.json
密歇根大学安娜堡分校,供应链管理硕士,Master of Supply Chain Management,"商科,供应链管理","专业方向: 供应链管理 项目类别: STEM 入学时间: 夏季/秋季 项目时长: 十个月 项目学费: 62,415美元",申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。申请者经过WES认证过的GPA在3.30以上可以免除GRE或GMAT成绩。,,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_供应链管理硕士.json
福特汉姆大学,公共媒体,MA in Public Media,"社科,媒体与传播","专业方向: 媒体与传播 入学时间: 秋季 项目时长: 1年 项目学费: 1,593美元/学分",GPA3.0,,{{ per_lang.name }},,,us,福特汉姆大学_公共媒体.json
密歇根大学安娜堡分校,国际和地区研究硕士,Masters in International and Regional Studies,"社科,文化",专业方向: 文化 入学时间: 秋季 项目时长: 36学分 项目学费: 26062美元/年,,,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_国际和地区研究硕士.json
佩珀代因大学,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 入学时间: 秋季 项目时长: 55学分 项目学费: 1,950美元/学分",有本科学位至少两年全职工作经验,,{{ per_lang.name }},,,us,佩珀代因大学_工商管理硕士.json
布朗大学,设计工程,MA in Design Engineering,"工科,其他工科","专业方向: 其他工科 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 90,277美元",每年，我们都会选择一批来自不同学科和文化背景的学生。 我们大约一半的学生来自产品设计、建筑、工业设计、用户体验设计、平面设计或计算艺术等应用设计学科。 大约一半来自技术学科，例如机械工程、系统工程、应用数学、数据科学或计算机科学。,,{{ per_lang.name }},,,us,布朗大学_设计工程.json
凯斯西储大学,工程与管理硕士,Master of Engineering and Management,"工科,工程管理",专业方向: 工程管理 入学时间: 夏季 项目时长: 1年 项目学费: 59133美元,,,{{ per_lang.name }},,,us,凯斯西储大学_工程与管理硕士.json
迈阿密大学,金融硕士,Master of Science in Finance,"商科,金融",专业方向: 金融 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 10个月 项目学费: 2030美元/学分 国际学生: 60% 男女比例: 60:40,,,{{ per_lang.name }},,,us,迈阿密大学_金融硕士.json
加州大学戴维斯分校,生物医学工程理学硕士,MS in Biomedical Engineering,"工科,生物工程","专业方向: 生物工程 项目类别: STEM 入学时间: 秋季 项目时长: 28学分 项目学费: 55,411美元",生物医学或者相关领域（电气工程、机械工程、数学、物理等）的学士学位,,{{ per_lang.name }},,,us,加州大学戴维斯分校_生物医学工程理学硕士.json
加州大学伯克利分校,全球研究文学硕士,MA in Global Studies,"社科,国际关系","专业方向: 国际关系 入学时间: 秋季 项目时长: 1年 项目学费: 5,850美元","1. 申请人本科最后两年平均GPA3.5及以上, 2. 研究亚洲人文学科（如文学、艺术、宗教或历史）的申请人更有优势",,{{ per_lang.name }},,,us,加州大学伯克利分校_全球研究文学硕士.json
加州大学圣地亚哥分校,生物工程工学硕士,MENG in Bioengineering,"工科,生物工程",专业方向: 生物工程 入学时间: 秋季 项目时长: 3-4 quarters 项目学费: 10962.17美元/quarter,,,{{ per_lang.name }},,,us,加州大学圣地亚哥分校_生物工程工学硕士.json
康奈尔大学,运筹学与信息工程专业数据分析方向,MEng in Operations Research and Information Engineering-Data Analytics,"理科,数据科学",专业方向: 数据科学 入学时间: 秋季 项目时长: 12门课 项目学费: 44500美元/年 项目规模: 50人,"需要工程微积分课程,包括线性代数（含特征值和特征向量）和矢量微积分,内容和严格程度与康奈尔大学的MATH 1910, MATH 1920, 和MATH 2940课程相似。 一门工程概率和统计学入门课程,其内容和严格程度类似于康奈尔大学的ENGRD 2700。 一门普通编程语言的中级计算机编程课程,如C、C、Java或Python,内容和严格程度类似于康奈尔大学的ENGRD 2110课程。需要编程应用的课程,但编程不是主要的重点,是不可以替代的。统计建模语言的课程,如R和SAS,是不可以替代的。",,{{ per_lang.name }},,,us,康奈尔大学_运筹学与信息工程专业数据分析方向.json
约翰霍普金斯大学,商务信息系统与人工智能硕士,Master of Science in Information Systems and Artificial Intelligence for Business,"商科,信息系统",专业方向: 信息系统 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 88000美元 平均成绩: 3.42 平均G: 648 男女比例: 42:56 就业比例: 88%,,,{{ per_lang.name }},,,us,约翰霍普金斯大学_商务信息系统与人工智能硕士.json
乔治华盛顿大学,应用金融硕士,MS in Applied Finance,"商科,金融","专业方向: 金融 项目类别: STEM 入学时间: 春季/秋季 项目时长: 1年 项目学费: 1,885美元/学分",高等数学（6学分;微积分必须3学分） 微观经济学 （3学分） 宏观经济学 （3学分） 财务会计 （3学分） 管理金融 （3学分） 统计学 （3学分）,,{{ per_lang.name }},,,us,乔治华盛顿大学_应用金融硕士.json
纽约市立大学巴鲁克学院,金融工程硕士,Master of Financial Engineering,"商科,金工金数",专业方向: 金工金数 项目类别: STEM 入学时间: 秋季 项目时长: 36学分 项目学费: 42395美元 项目规模: 26人 平均成绩: 3.5 平均G: 169.8 国际学生: 86% 就业比例: 100% 平均起薪: 147028美元,"微积分(两个学期) 概率(一个学期) 线性代数(一学期) c(一学期或证书) 金融（一学期或相关工作经验）,所有课程都要达到B以上",,{{ per_lang.name }},,,us,纽约市立大学巴鲁克学院_金融工程硕士.json
波士顿大学,全球发展经济学硕士,MA in Global Development Economics,"商科,经济",专业方向: 经济 项目类别: STEM 入学时间: 秋季 项目时长: 3学期 项目学费: 28427美元/学期,,,{{ per_lang.name }},,,us,波士顿大学_全球发展经济学硕士.json
匹兹堡大学,量化经济,MS in Quantitative Economics,"商科,经济","专业方向: 经济 入学时间: 秋季 项目时长: 8个月 项目学费: 55,164美元/年",GPA 3.0，低于2.75不予考虑,,{{ per_lang.name }},,,us,匹兹堡大学_量化经济.json
加州大学伯克利分校,计算机社会科学硕士,Master of Computational Social Science,"社科,其他社科",专业方向: 其他社科 入学时间: 秋季 项目时长: 1年 项目学费: 34500美元,1.GPA 3.0/4.0 2.本科阶段需要有足够的实践经验,,{{ per_lang.name }},,,us,加州大学伯克利分校_计算机社会科学硕士.json
哈佛大学,公共管理硕士,Master in Public Administration,"社科,公共政策与事务","专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 两年 项目学费: 62,161美元/年",1. 在入学当年的9.1日前满足三年全职工作经验。 2. 需要有学士学位。 3.完成至少四门与公共政策硕士核心课程相似的合格研究生课程（包括至少两门定量课程）或相关研究生学位。 合格的研究生水平课程可能包括：经济学、财务管理、国际商务、国际发展、管理、数学、涉及数学的物理科学（例如化学或物理学）、政治学和宣传，或定量分析和统计。以下硕士学位对申请 MPA 有帮助：工商管理硕士、国际商务硕士、国际发展硕士、国际经济学硕士、工程理学硕士 4.GRE/GMAT分数高。 5.雅思/托福分数高。,,{{ per_lang.name }},,,us,哈佛大学_公共管理硕士.json
伊利诺伊大学香槟分校,生物图像计算理学硕士,MS in Biomedical Image Computing,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 75,048美元",工程、科学或相关学科学士学位， 本科学习最后两年的最低 GPA 3.0，需要有扎实的工程和计算机经历,,{{ per_lang.name }},,,us,伊利诺伊大学香槟分校_生物图像计算理学硕士.json
加州大学洛杉矶分校,环境工程理学硕士,MS in Environmental Engineering,"工科,环境工程","专业方向: 环境工程 项目类别: STEM 入学时间: 秋季 项目时长: 4学期 项目学费: 11,700美元/年",1. 先选课要求：化学与生物化学20A、20B、20L； 数学 32A、32B、33B（或机械和航空航天工程 82）； 机械与航空航天工程103； 物理 1A/4AL，1B。 2. 申请人应持有B.S.学位。 最低平均绩点为3.0 。 3. 在极少数情况下，没有土木与环境工程本科学位的申请人可能会被录取。 通常，这些申请人拥有相关学位并已完成先修课。,,{{ per_lang.name }},,,us,加州大学洛杉矶分校_环境工程理学硕士.json
约翰霍普金斯大学,传播学硕士,MA in Communication,"社科,媒体与传播",专业方向: 媒体与传播 入学时间: 春季/夏季/秋季 项目时长: 1年 项目学费: 50200美元,,,{{ per_lang.name }},,,us,约翰霍普金斯大学_传播学硕士.json
普渡大学西拉法叶分校,土木工程理学硕士,MS Civil Engineering,"工科,土木工程",专业方向: 土木工程 入学时间: 秋季/春季 项目时长: 30学分 项目学费: 14397美元/学期,,,{{ per_lang.name }},,,us,普渡大学西拉法叶分校_土木工程理学硕士.json
加州大学洛杉矶分校,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 入学时间: 秋季 项目时长: 22 个月 项目学费: 33,238 美元 项目规模: 330人 平均成绩: 3.1-3.8 国际学生: 47%","申请者必须持有完整的四年制学士学位,或其他国家的同等学历。",,{{ per_lang.name }},,,us,加州大学洛杉矶分校_工商管理硕士.json
卡内基梅隆大学,人工智能系统管理理学硕士,Master of Science in Artificial Intelligence Systems Management,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 3学期 项目学费: 27,870美元/学期",先修课要求： 大学水平的微积分，或提交 GRE/GMAT，且定量部分至少达到 65% 或更高； 大学水平的统计学； 大学水平的 Python 编程（Java 和 C 也可以接受）。 如果在申请时不满足上述 3 个标准，可能会被有条件录取，并被要求在第一学期开始前参加暑假课程。,,{{ per_lang.name }},,,us,卡内基梅隆大学_人工智能系统管理理学硕士.json
罗切斯特大学,电气工程理学硕士,MS in Electrical Engineering,"工科,电气电子",专业方向: 电气电子 入学时间: 秋季 项目时长: 30学分 项目学费: 1818美元/学分,,,{{ per_lang.name }},,,us,罗切斯特大学_电气工程理学硕士.json
密歇根大学安娜堡分校,健康信息学硕士,Master of Health Informatics,"商科,信息系统","专业方向: 信息系统 项目类别: STEM 入学时间: 秋季 项目时长: 两年 项目学费: 106,168美元",申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。申请者具备分析等相关学科背景,,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_健康信息学硕士.json
凯斯西储大学,电气工程,MS in Electrical Engineering,"工科,电气电子",专业方向: 电气电子 项目类别: STEM 入学时间: 秋季/春季 项目时长: 30学分 项目学费: 26180美元/学期,在工程、数学、电气方面取得学士学位,,{{ per_lang.name }},,,us,凯斯西储大学_电气工程.json
东北大学（美国）,电气与计算机工程硕士,MS in Electrical and Computer Engineering,"工科,电气电子",专业方向: 电气电子 入学时间: 春季/秋季 项目时长: 32学分 项目学费: 1660美元/学分,,,{{ per_lang.name }},,,us,东北大学（美国）_电气与计算机工程硕士.json
普渡大学西拉法叶分校,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 入学时间: 秋季 项目时长: 1年 项目学费: 59,400美元/年",申请人必须具备2-5年工作经验,,{{ per_lang.name }},,,us,普渡大学西拉法叶分校_工商管理硕士.json
佐治亚理工学院,机器人,MS in Robotics program,"工科,计算机",专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 36学分 项目学费: 17700美元/学期,具备计算机基础和相应编程能力，同时拥有一定的逻辑数学能力,,{{ per_lang.name }},,,us,佐治亚理工学院_机器人.json
波士顿学院,金融硕士,MS in Finance,"商科,金融",专业方向: 金融 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 56580美元 平均成绩: 3.42 平均G: 671 国际学生: 71% 男女比例: 57:43,,,{{ per_lang.name }},,,us,波士顿学院_金融硕士.json
纽约大学,金融工程双学位,Dual Master of Science in Financial Engineering and Quantitative Finance & FinTech offered by New York University and The Hong Kong Polytechnic University,"商科,金工金数","专业方向: 金工金数 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 232,200港币56,000美元",拥有数学、统计学、商业、金融、科学、计算机科学、工程或同等专业的荣誉学士学位。拥有其他学科学士学位且具备足够的数学或 IT 背景的申请人也会被考虑。,,{{ per_lang.name }},,,us,纽约大学_金融工程双学位.json
密歇根大学安娜堡分校,制造业硕士,MEng in Manufacturing,"工科,机械工程",专业方向: 机械工程 项目类别: STEM 入学时间: 秋季/冬季 项目时长: 30学分 项目学费: 3628美元/学分 男女比例: F:13% 就业比例: 85%的毕业生在6个月内找到工作 平均起薪: 79700美元,1.美本GPA为B（3.0以上） 2.美国 ABET 认可机构（或国际同等学历）的航空航天工程、化学工程、电气工程、工业工程或机械工程等工程学科的学士学位（不接受技术或工程技术学士学位）。 3.至少两年的大学工程数学，包括概率和统计学。,,{{ per_lang.name }},,,us,密歇根大学安娜堡分校_制造业硕士.json
加州大学洛杉矶分校,社会调研方法文学硕士,MA in Social Research Methodology,"社科,社会学与社工","专业方向: 社会学与社工 入学时间: 秋季 项目时长: 36学分 项目学费: 33,238美元","申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。GRE数学文法的成绩在310-320 区间内,甚至要求更高",,{{ per_lang.name }},,,us,加州大学洛杉矶分校_社会调研方法文学硕士.json
加州大学伯克利分校,统计学硕士,MA in Statistics,"理科,数学","专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 27670美元/学期 项目规模: 40人 平均成绩: 3.8 平均G: V70%,Q94%, AW48%",需要数学、统计等数理背景,,{{ per_lang.name }},,,us,加州大学伯克利分校_统计学硕士.json
布朗大学,创新与创业管理硕士,Masters in Innovation Management and Entrepreneurship,"商科,创业与创新",专业方向: 创业与创新 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 68072美元,,,{{ per_lang.name }},,,us,布朗大学_创新与创业管理硕士.json
圣路易斯华盛顿大学,机械工程工学硕士,MEng in Mechanical Engineering,"工科,机械工程",专业方向: 机械工程 入学时间: 春季/秋季 项目时长: 1-2年 项目学费: 57750美元/年,"具有工程、物理科学或数学的本科学位,GPA 为 2.75 或更高。",,{{ per_lang.name }},,,us,圣路易斯华盛顿大学_机械工程工学硕士.json
杜兰大学,会计硕士,Master of Accounting,"商科,会计","专业方向: 会计 项目类别: STEM 入学时间: 秋季/春季 项目时长: 9-17月 项目学费: 61,978美元/年 平均成绩: 3.49 平均G: 318",相关会计学科背景的学生,,{{ per_lang.name }},,,us,杜兰大学_会计硕士.json
东北大学（美国）,生物工程理学硕士,MS in Bioengineering,"工科,生物工程",专业方向: 生物工程 入学时间: 春季/秋季 项目时长: 2年 项目学费: 1689美元/学分,,,{{ per_lang.name }},,,us,东北大学（美国）_生物工程理学硕士.json
乔治华盛顿大学,国际经济政策文学硕士,MA in International Economic Policy,"商科,经济","专业方向: 经济 入学时间: 秋季 项目时长: 40学分 项目学费: 1,885美元/学分 国际学生: 20% 男女比例: 30:70 就业比例: 100%",申请者必须在申请时成功完成（C级或更高）微观经济学入门和宏观经济学入门课程。,,{{ per_lang.name }},,,us,乔治华盛顿大学_国际经济政策文学硕士.json
里海大学,计算机工程工学硕士,MEng in Computer Engineering,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季/春季 项目时长: 30学分 项目学费: 45,000美元/年",计算机课程及工程相关专业，具备一定编码基础,,{{ per_lang.name }},,,us,里海大学_计算机工程工学硕士.json
加州大学伯克利分校,亚洲研究硕士,MA in Asian Studies,"社科,文化",专业方向: 文化 入学时间: 秋季 项目时长: 20学分 项目学费: 18077美元/学期,两年或两年以上的相关亚洲语言准备。 GPA为3.5或更高：在评估平均绩点时，特别强调申请人最后两年的本科学习以及他或她在他或她打算专业领域的工作。,,{{ per_lang.name }},,,us,加州大学伯克利分校_亚洲研究硕士.json
威斯康星大学麦迪逊分校,计算机科学理学硕士,MS in Computer Science,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 36,000美元",鼓励具有计算机科学或相关领域背景的学生申请入学。 至少，申请人应该有一些编程经验，包括数据结构和机器组织课程，并且应该有一年的微积分或以上大学水平的数学。,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_计算机科学理学硕士.json
芝加哥大学,公共卫生硕士,Master of Public Health,"社科,公共卫生",专业方向: 公共卫生 项目类别: STEM 入学时间: 秋季 项目时长: 15个月 项目学费: 6472美元/课程,由于所有方向都会涉及到生物统计学知识，建议申请者拥有一定定量课程基础,,{{ per_lang.name }},,,us,芝加哥大学_公共卫生硕士.json
麻省理工学院,机械工程理学硕士,Master of Science in Mechanical Engineering (SMME),"工科,机械工程",专业方向: 机械工程 入学时间: 秋季 项目时长: 72units 项目学费: 55510美元/年,,,{{ per_lang.name }},,,us,麻省理工学院_机械工程理学硕士.json
乔治城大学,全球人类发展硕士,Master's in Global Human Development,"社科,其他社科","专业方向: 其他社科 入学时间: 秋季 项目时长: 48学分 项目学费: 59,895美元","先修课要求修过两门经济学课程 （宏观经济学,微观经济学）达到B以上申请者需要至少一年的专业经验申请者至少有两年在发展中国家生活,学习或工作经历申请者需要提供Self-Reported GPA",,{{ per_lang.name }},,,us,乔治城大学_全球人类发展硕士.json
加州大学欧文分校,创新与创业硕士,Master of Innovation and Entrepreneurship,"商科,创业与创新","专业方向: 创业与创新 项目类别: STEM 入学时间: 秋季 项目时长: 36学分 项目学费: 54,000美元",申请者需要持有相对应的学士学位,,{{ per_lang.name }},,,us,加州大学欧文分校_创新与创业硕士.json
哥伦比亚大学,公共管理硕士–环境科学与政策,MPA in Environmental Science and Policy,"社科,公共政策与事务",专业方向: 公共政策与事务 项目类别: STEM 入学时间: 夏季 项目时长: 1年 项目学费: 89677美元 项目规模: 51人 国际学生: 35% 男女比例: 19:81 就业比例: 82%,"学习过定量相关课程,例如数学、经济学和统计学课程",,{{ per_lang.name }},,,us,哥伦比亚大学_公共管理硕士–环境科学与政策.json
匹兹堡大学,生物统计学硕士,MS in Biostatistics,"理科,数学",专业方向: 数学 项目类别: STEM 入学时间: 秋季 项目时长: 40学分 项目学费: 23992美元/学期,生物学（3学分）； 微积分（6个学分） 以上可以在第一学期补修,,{{ per_lang.name }},,,us,匹兹堡大学_生物统计学硕士.json
华盛顿大学,公共行政管理硕士,Master of Public Administration,"社科,公共政策与事务",专业方向: 公共政策与事务 入学时间: 秋季 项目时长: 72学分 项目学费: 44430美元/年 项目规模: 178人人 平均成绩: 3.59 国际学生: 13% 男女比例: 36:62 就业比例: 91%,1. 学士学位 2. GPA： 最后90学分（quarter制）/60学分（semester制）的GPA不低于3.0,,{{ per_lang.name }},,,us,华盛顿大学_公共行政管理硕士.json
威斯康星大学麦迪逊分校,数据工程硕士,MS in Data Engineering,"理科,数据科学","专业方向: 数据科学 项目类别: STEM 入学时间: 秋季 项目时长: 30学分 项目学费: 48,000美元",拥有认可机构的计算机科学或相关领域的理学学士学位。 最低本科 GPA 为 3.0。,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_数据工程硕士.json
雪城大学,国际关系文学硕士,MA in International Relations,"社科,国际关系","专业方向: 国际关系 入学时间: 春季/秋季 项目时长: 18学分 项目学费: 32,436美元/年",没有严格的截止值或最小值或最大值。但是，平均而言，我们的学生的累积 GPA 为 3.5。 有先前的外语学习或英语以外语言的国际经验的例子是首选。为了毕业，国际关系硕士学生必须证明精通第二语言。在没有足够语言技能的情况下进入该计划的学生必须在学习期间完成此要求。,,{{ per_lang.name }},,,us,雪城大学_国际关系文学硕士.json
伊利诺伊大学香槟分校,环境工程理学硕士,M.S.in Environmental Engineering,"工科,环境工程","专业方向: 环境工程 入学时间: 秋季/春季 项目时长: 36学分 项目学费: 36798美元/年 平均G: V155,Q165,AW4.0",要求 4 年制本科课程的最后两年或 5 年制的最后三年的最低 GPA 为 3.0/4.0（ B等级）,,{{ per_lang.name }},,,us,伊利诺伊大学香槟分校_环境工程理学硕士.json
佐治亚理工学院,工商管理硕士,Master of Business Administration,"商科,工商管理",专业方向: 工商管理 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 31014美元/年 项目规模: 76人 平均成绩: 3.2 平均G: 320 国际学生: 26% 男女比例: 40:60,至少2-3年工作经验，不限制背景,,{{ per_lang.name }},,,us,佐治亚理工学院_工商管理硕士.json
乔治城大学,全球健康理学硕士,MS in Global Health,"社科,公共卫生","专业方向: 公共卫生 入学时间: 秋季 项目时长: 32学分 项目学费: 59,895美元",GPA 达到3.0以上,,{{ per_lang.name }},,,us,乔治城大学_全球健康理学硕士.json
罗格斯大学,定量金融硕士,Master of Quantitative Finance,"商科,金工金数",专业方向: 金工金数 项目类别: STEM 入学时间: 春季/秋季 项目时长: 3学期 项目学费: 21106美元/学期 项目规模: 31人 平均成绩: 3.5 平均G: 700/319 就业比例: 93% 平均起薪: 90468美元,,,{{ per_lang.name }},,,us,罗格斯大学_定量金融硕士.json
华盛顿大学,生物工程理学硕士,MS in Bioengineering,"工科,生物工程","专业方向: 生物工程 项目类别: STEM 入学时间: 秋季 项目时长: 2年 项目学费: 31,530美元/年",GPA3.0；具有强大的研究技能（有至少一年干湿实验室经验者优先）；生物工程、化学工程、化学、物理学、生物学、计算机科学、电气工程和相关学科学位；建议学习或接触过以下课程 代数、线性代数、三角学；常微分方程；信号分析；概率论与统计学；编程；电气工程和物理；化学（无机、有机、生物化学）；材料科学；费率过程和数学；细胞生物学,,{{ per_lang.name }},,,us,华盛顿大学_生物工程理学硕士.json
圣母大学,地球科学硕士,MS in Earth Sciences,"工科,地球科学","专业方向: 地球科学 项目类别: STEM 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 60,044美元",GPA 达到3.0以上,,{{ per_lang.name }},,,us,圣母大学_地球科学硕士.json
威斯康星大学麦迪逊分校,制图学和地理信息系统硕士（论文）,MS in Cartography and Geographic Information Systems: Thesis,"工科,地球科学",专业方向: 地球科学 项目类别: STEM 入学时间: 春季/夏季/秋季 项目时长: 30学分 项目学费: 25578美元,GPA至少3.0,,{{ per_lang.name }},,,us,威斯康星大学麦迪逊分校_制图学和地理信息系统硕士（论文）.json
莱斯大学,机械工程专业硕士,Professional Master in Mechanical Engineering (M.M.E.),"工科,机械工程",专业方向: 机械工程 入学时间: 春季/秋季 项目时长: 30学分 项目学费: 54100美元/年,GPA至少要达到3.0/4.0,,{{ per_lang.name }},,,us,莱斯大学_机械工程专业硕士.json
波士顿大学,计算机科学理学硕士-以数据为中心的计算,MS in Computer Science with Specialization in Data-Centric Computing,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季 项目时长: 32学分 项目学费: 61,050美元",适合计算机背景的申请者。GPA3.0及以上。,,{{ per_lang.name }},,,us,波士顿大学_计算机科学理学硕士-以数据为中心的计算.json
加州大学伯克利分校,生物进程工程硕士,Master of Bioprocess Engineering,"理科,生物","专业方向: 生物 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 55,440美元",化学工程或相关领域的理学学士或同等学历.拥有其他学位（例如化学文学学士学位）的候选人将被要求证明他们的工作经验或自毕业以来所修读的其他课程如何为攻读硕士课程提供足够坚实的基础。,,{{ per_lang.name }},,,us,加州大学伯克利分校_生物进程工程硕士.json
弗吉尼亚大学,工商管理硕士,Master of Business Administration,"商科,工商管理","专业方向: 工商管理 入学时间: 春季/秋季 项目时长: 21个月 项目学费: 35,556美元/学年",接受GMAC，申请时提交，代码KC7-0X-86 接受ETS，申请时提交，代码4629,,{{ per_lang.name }},,,us,弗吉尼亚大学_工商管理硕士.json
雪城大学,以人为中心的人工智能理学硕士,MS in Applied Human Centered Artificial Intelligence,"工科,计算机","专业方向: 计算机 项目类别: STEM 入学时间: 秋季,春季 项目时长: 31学分 项目学费: 1,945美元/学分",,,{{ per_lang.name }},,,us,雪城大学_以人为中心的人工智能理学硕士.json
加州大学欧文分校,环境健康科学理学硕士,MS in Environmental Health Sciences,"工科,环境工程","专业方向: 环境工程 项目类别: STEM 入学时间: 秋季 项目时长: 1年 项目学费: 33,138美元","申请者需要持有相对应的学士学位,GPA达到3.0及以上 先修课要求 Biology – One year of general biology; one quarter of molecular biology or biochemistry is strongly recommended Mathematics – One year of calculus and/or statistics Chemistry – One year of chemistry; organic chemistry is strongly recommended for environmental toxicology track",,{{ per_lang.name }},,,us,加州大学欧文分校_环境健康科学理学硕士.json
哈佛大学,社会与行为科学,MS in Social and Behavioral Sciences,"社科,公共卫生","专业方向: 公共卫生 入学时间: 秋季 项目时长: 一年 项目学费: 63,240美元",成功的候选人拥有博士学位或硕士学位，并在社会或行为科学、医疗保健或公共卫生领域拥有丰富的工作经验。,,{{ per_lang.name }},,,us,哈佛大学_社会与行为科学.json
