school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
新加坡国立大学,数据科学与机器学习理学硕士,MSc Data Science & Machine Learning,"理科,数据科学,理学院",专业方向: 数据科学 入学时间: 8月 项目时长: 1年 项目学费: 55590新币/年,"具有荣誉学士学位或定量科学（如数学、统计学和物理学）、工程学或计算科学4年制学士学位或同等学历 需要提交存款证明45,000新币",新加坡国立大学数据科学与机器学习理学硕士项目旨在培养数据科学领域的下一代领导者。该项目融合了计算机科学、数学和统计学的跨学科知识，将数据分析与机器学习相结合。除了学习知识，学生还有机会将机器学习和数据分析综合应用到金融行业、医疗保健、政府和社区。该计划得到了新加坡国立大学领先的数据科学研究人员和行业数据科学家的支持，并提供多种数据科学专业。该课程融合了计算机科学、数学和统计学以及数据分析和机器学习等领域的跨学科学习。,{{ per_lang.name }},工业大数据导论 (Introduction to Big Data for Industry) 大规模数据驱动推理优化 (Optimisation for Large-Scale Data-Driven Inference) 机器学习基础/机器学习理论和算法 (Foundations of Machine Learning/Theory and Algotithms for Machine Learning) 云计算 (Clouding Computing) 数据科学和机器学习行业咨询与应用项目 (DSML Industry Consulting and Applications Project) 数据科学家深度学习 (Deep Learning for Data Scientists) 行业数据挖掘 (Data Mining for Industry) 大数据产业 (Big Data for Industry) 计算机视觉数据科学 (Data Science in Computer Vision) 定量金融数据科学 (Data Science in Quantitative Finance),,singapore,新加坡国立大学_数据科学与机器学习理学硕士.json
新加坡管理大学,永续发展硕士,Master of Sustainability,"工科,环境工程,社会科学学院",专业方向: 环境工程 入学时间: 8月 项目时长: 1年 项目学费: 57700新币/年,- 具有良好的本科学位 - 具有良好的GMAT/GRE/SMU入学考试成绩 - 不需要具备先前的工作经验,新加坡管理大学可持续发展硕士课程提供跨学科课程，利用新加坡管理大学各学院的广泛领域，为学生在绿色经济中当前和未来的工作做好准备。通过该硕士课程，学生将通过强调可持续推理、沟通、协调和管理等基本核心技能，参与学习如何可持续地利用组织和自然资源，为社会公平的结果服务。学生还将熟悉联合国可持续发展目标(SDGs)和新加坡2030年绿色计划的基本原则。该项目由社会科学学院和综合研究学院牵头，认识到各个领域可持续发展角色的动态性质，旨在为学生在绿色经济中蓬勃发展的职业生涯做好准备。,{{ per_lang.name }},"Principles of Climate Change (Principles of Climate Change) 联合国可持续发展目标和可持续发展政策 (UN SDG and Sustainability Policy) 系统化思维 (Systems Thinking) 可持续发展报告 (Sustainability Reporting) 协作治理 (Collaborative Governance) 多样性、公平和包容 (Diversity, Equity and Inclusion) 可持续金融 (Sustainable Finance) 可持续农业和粮食系统 (Sustainable Agriculture & Food Systems) 可再生能源 (Renewable Energy) 水治理 (Politics of Water) 商业与气候变化 (Business and Climate Change) 循环经济原则 (Principles of the Circular Economy) 城市可持续性 (Urban Sustainability) 社会企业 (Social Entrepreneurship) 发展与成长 (Development & Growth) 环境经济学 (Environmental Economics)",,singapore,新加坡管理大学_永续发展硕士.json
南洋理工大学,中国与全球治理社会科学硕士,MSocSc China and Global Governance,"社科,国际关系,南洋公共管理学院",专业方向: 国际关系 入学时间: 1/8月 项目时长: 1年 项目学费: 43000新币/年,具有认可大学或院校颁发的良好学士学位，或具备学术委员会可能批准的其他资格,南洋理工大学中国与全球治理社会科学硕士项目学制一年，专为处于职业生涯中期的专业人士设置，以期为学生提供一个对当今中国深入而整体的理解。南洋理工大学中国与全球治理社会科学硕士项目就中国正在前进中的社会、经济和政治发展，及其对本国和世界的影响，做深入的洞悉研究。南洋理工大学中国与全球治理社会科学硕士学位项目聚焦对中国改革转型的原因和影响的解读，及该转型对全球治理产生的影响。在区域和世界范围内，中国生机勃发的政治和经济力量都发挥着重大影响。作为世界第二大经济体和全球政治的主要参与者，中国对全球当下和未来的发展进程所发挥的作用正越来越重要。因此对学生而言，从全球视角来理解中国就十分必要。,{{ per_lang.name }},"从历史和社会视角看待近代中国的构成 (The Making of Modern China: Historical and Social Perspectives) 中国经济转型 (China’s Economy in Transformation) 领导者，政党，国家：当代中国政治 (Leaders, Party and State: Contemporary Chinese Politics) 转型经济体之中国 (Transition Economies: The Chinese Case) 中国在全球经济中的作用  (China's Role in Global Economy) 中国经济政策 (Economic Policy in China) 中国和东南亚 (China and Southeast Asia ) 中国政策制定与实施 (Policy Formulation and Implementation in China) 当代中国政治意识形态和话语 (Political Ideology and Discourse in Modern China) 当代中国社会变迁和不平等 (Social Change and Inequality in Contemporary China ) 当代中国知识分子的生活 (Modern Chinese Intellectual Life) 中国媒体：政治和经济含义 (Media in China: Political and Economic Implication) 当代中国宗教 (Religion in Contemporary China) 科研讨论会 (Research Seminar) 论文 (Dissertation)",,singapore,南洋理工大学_中国与全球治理社会科学硕士.json
南洋理工大学,土木工程理学硕士,MSc Civil Engineering,"工科,土木工程,土木和环境工程学院",专业方向: 土木工程 入学时间: 8月 项目时长: 1年 项目学费: 55031新币/年,具有良好的学士学位或同等学历，需要工程或相关学科背景 不要求提供GRE/GMAT成绩,南洋理工大学土木工程理学硕士课程旨在让学员掌握现代土木工程实践知识和技术的最新进展。每位学员都将有机会通过选择自己感兴趣的科目，掌握多门土木工程学科的专业知识。所有有关土木工程各具体专业领域的课程都可供学生们选择。例如，一个学员可以选择结构工程课程作为主要研究方向，同时也可以通过其他课程充分掌握岩土工程方面的知识。,{{ per_lang.name }},岩土工程 (Geotechical Engineering) 土质与工程特性 (Soil Behaviour and Engineering Properties) 边坡稳定性与地基加固 (Slope Stability and Ground Improvement) 浅层与深层基础 (Shallow and Deep Foundations) 基坑工程与挡土墙系统 (Excavation and Earth Retaining Systems) 工程地质学与岩石工程 (Engineering Geology and Rock Engineering) 钢结构与组合结构性能与设计结构工程 (Behaviour and Design of Steel and Composite StructuresStructural Engineering) 结构动力学 (Structural Dynamics) 钢筋混凝土结构性能与设计 (Behaviour and Design of Reinforced Concrete Structures) 钢筋混凝土结构抗震设计 (Seismic Design of Reinforced Concrete Structures) 预制和预应力混凝土结构 (Precast and Prestressed Concrete Structures) 钢结构与组合结构性能与设计 (Behaviour and Design of Steel and Composite Structures) 高层建筑分析与设计 (Analysis and Design of Tall Buildings) 高级混凝土工艺 (Advanced Concrete Technology) 爆炸荷载结构反应 (Structural Response to Blast Loading) 防爆结构设计 (Design of Structures to Resist the Effects of Explosions) 浅层与深层基础可持续城市系统 (Shallow & Deep FoundationsSustainable Urban Systems) 灾难风险建模基本原理 (Fundamentals of Catastrophe Risk Modeling) 空气质量管理 (Air Quality Management) 固体废物综合管理 (Integrated Solid Waste Management) 建筑工程管理 (Construction Management) 城市与区域交通规划 (Urban and Regional Transport Planning) 岩洞地下空间规划与开发 (Planning and Development of Underground Space in Rock Caverns),,singapore,南洋理工大学_土木工程理学硕士.json
南洋理工大学,金融科技理学硕士（智能过程自动化）,MSc Financial Technology (Intelligent Process Automation),"商科,金工金数,物理与数学科学学院",专业方向: 金工金数 入学时间: 8月 项目时长: 1年 项目学费: 63220新币/年,具有良好的学士学位，需要相关专业背景（如量化专业、商科、工程等） 具备良好的GRE或GMAT成绩者优秀考虑（不强制要求） 具备至少2年工作经验者优先考虑（不强制要求）,南洋理工大学金融科技理学硕士（智能过程自动化）课程以数据科学、人工智能和信息技术为基础，为学生提供必要的金融科技技能，以应对金融行业的不断变化。学生将深入掌握金融领域的颠覆性技术，包括金融自动化（如机器人顾问）、金融密码学（如区块链技术）和数字金融服务（如金融普惠）。智能过程自动化方向是为那些对金融科技的技术方面感兴趣的学生设计的，选择这一方向的候选人应该有良好的定量专业背景，或者在数学和编程学科具备良好背景（尤其是非理工科毕业生）,{{ per_lang.name }},金融中的机器学习 (Machine Learning in Finance) 统计建模基础 (Foundations of Statistical Modelling) 金融科技概论 (Introduction to ​FinTech) 金融科技生态系统与创新 (FinTech Ecosystem and Innovations) 金融与风险管理原理 (Principles of Finance and Risk Management) Python编程 (Python Programming) Python数据分析 (Python for Data Analysis) 信息检索与分析 (Information Retrieval and Analysis) 基于深度学习的高级自然语言处理   (Advanced Natural Language Processing with Deep Learning) 算法交易与智能投顾 (Algorithmic Trading and Robo-Advisors) 区块链系统 I：概念与原理 (Blockchain Systems I: Concepts and Principles) 区块链系统 II：开发与工程 (Blockchain Systems II: Development and Engineering) 网络安全概论 (Introduction to Cybersecurity),,singapore,南洋理工大学_金融科技理学硕士（智能过程自动化）.json
南洋理工大学,语言学文学硕士,MA Linguistics,"社科,语言,人文学院",专业方向: 语言 入学时间: 1/8月 项目时长: 1年 项目学费: 40330新币/年,具有良好的学士学位 不需要具备先前的语言学课程工作或培训经验,语言学是对语言的科学研究，其中有许多学科交叉。例如，心理学和语言学领域在人们如何习得语言的问题上结合在一起；神经科学和语言学一起研究语言功能及其神经关联；社会学为不同群体和地方的语言使用差异提供了语言学分析。南洋理工大学语言学文学硕士课程在更深层次上提供了语言和交流这些元素的全面教育，旨在让学生进一步发展他们对各种语言子专业的兴趣和理解，并鼓励他们在语言学及相关学科方面建立全面的理论基础。,{{ per_lang.name }},语言学概论 (Introduction to Linguistics) 心理语言学研究方法 (Research Methods in Psycholinguistics) 语言障碍 (Language Disorders) 神经语言学 (Neurolinguistics) 语言发展 (Language Development) 多语言与认知 (Multilingualism and Cognition) 传播科学 (Communication Sciences) 阅读与写作能力 (Reading and Literacy) 社会语言学研究方法 (Research Methods in Sociolinguistics) 调查论述 (Investigating Discourse) 社会语言学 (Sociolinguistics) 多语言的社会 (Multilingual Societies) 世界的各种英语 (Englishes around the World) 过去与现在的语言 (Languages Then and Now) 语言与技术 (Language and Technology) 音响结构 (Structure of Sounds) 词汇结构 (Structure of Words) 语义结构 (Structure of Meaning) 句子结构 (Structure of Sentences) 相互作用结构 (Structure of Interaction),,singapore,南洋理工大学_语言学文学硕士.json
南洋理工大学,海事研究理学硕士,MSc Maritime Studies,"工科,交通运输,土木和环境工程学院",专业方向: 交通运输 入学时间: 1/8月 项目时长: 1年 项目学费: 55031新币/年,具有良好的学士学位，需要航运、商业或其他相关学科背景 或持有CoC 1 不要求提供GRE/GMAT成绩,南洋理工大学海事研究理学硕士项目旨在填补海事研究领域的教学空白，为海事及相关行业内的专业人士提供研究生阶段高价值的教育，将学生从区域性业务管理的实践背景提升到国际层次，以满足新加坡航运业的业务能力向世界水平提升的需求。南洋理工大学海事研究理学硕士学位课程主要面向海事相关领域的本科毕业生以及中层管理人员，为其提供继续深造的途径。同时，那些非海事管理相关专业但有志于从事该领域工作的本科生也可以申请该项目。我们将为其提供必要的海事专业知识和先进的海事管理手段，致力于培养出新一代的海事航运管理人才。海事管理理学硕士项目由南洋理工大学和挪威创新与创业研究所联合开设并在2009年新加坡国际海事管理颁奖典礼上荣获“培训发展卓越奖”。南洋理工大学也因其对新加坡海事教育事业做出的突出贡献得到了广泛的认可。,{{ per_lang.name }},"航运管理 (Shipping Management ) 项目管理  (Project Management) 海事经济学 (Maritime Economics) 战略规划 (Strategic Planning) 跨文化管理 (Cross Cultural Management) 船舶经营、代理及租用 (Ship Operations, Brokering and Chartering) 航运物流 (Maritime Logistics) 港口管理 (Port Management) 海上保险 (Marine Insurance) 环保运输 (Environmental Shipping)",,singapore,南洋理工大学_海事研究理学硕士.json
新加坡国立大学,定量金融理学硕士（新加坡国立大学-上海交通大学联合开设）,Joint MSc Quantitative Finance (NUS-SJTU),"商科,金工金数,理学院",专业方向: 金工金数 入学时间: 8月 项目时长: 2年 项目学费: 130000人民币/年,"申请者必须具有荣誉学位（或4年制学士学位），需要包含强大定量培训的学科背景，如数学、统计学、经济学、金融学、计算机科学、工程学、物理科学，或具有强大数学背景的同等学位 需要提交存款证明45,000新币",新加坡国立大学与上海交通大学合作办学的定量金融理学硕士（新加坡国立大学-上海交通大学联合开设）课程旨在培养具有国际视野和较高外语水平，对量化金融有深入了解，并能解决中国金融行业实际问题的优秀人才。教学主要在上海交通大学校园内进行， 新加坡国立大学颁发量化金融理学硕士学位，上海交通大学颁发学习证明。,{{ per_lang.name }},金融衍生工具的数学模型 (Mathematical Models of Financial Derivatives) 金融模型与计算 (Financial Modelling and Computation) 结构化产品 (Structured Products) 风险管理 (Risk Management) 金融时间序列：理论与计算 (Financial Time Series: Theory and Computation) 数量金融专题一 (Topics in Quantitative Finance I) 数量金融专题二 (Topics in Quantitative Finance II) 利率理论和信用风险 (Interest Rate Theory and Credit Risk) 数据分析和金融领域机器学习 (Data Analysis and Machine Learning in Finance) 高级风险管理方法 (Advanced Methods in Risk Management),,singapore,新加坡国立大学_定量金融理学硕士（新加坡国立大学-上海交通大学联合开设）.json
南洋理工大学,金融工程理学硕士,MSc Financial Engineering,"商科,金工金数,商学院",专业方向: 金工金数 入学时间: 7月 项目时长: 1年 项目学费: 63220新币/年,具有良好的学士学位，需要很强的数学、统计学或计算机编程背景，或者具有应用数学、应用科学、统计学、计算机科学、工程学、经济学或其他量化领域的良好本科学位，学校也会考虑其他学科的申请者 具备良好的GMAT/GRE成绩 有金融行业工作经验者优先考虑（不强制要求）,新加坡南洋理工大学金融工程理学硕士课程是由南洋商学院与数理科学学院联合授课，课程内容涵盖了计算机科学、数学、金融等领域内的前沿广泛的专业知识，旨在加深学生对金融高新技术的认识。 新加坡南洋理工大学金融工程理学硕士课程旨在提高学生的逻辑思维能力，促使学生掌握金融高新技术，并能将其应用于实践中。而且，新加坡南洋理工大学金融工程理学硕士课程与美国卡耐基梅隆大学建立合作，致力于把东西方的金融实践知识生动地带入课堂教学中。 新加坡南洋理工大学金融工程理学硕士课程的毕业生大多任职于金融高新技术行业，从事风险管理、定量资产管理、产品结构分析、定量交易、定量研究、金融信息科技等工作。,{{ per_lang.name }},微积分和线性代数 (Calculus & Linear Algebra) 资产定价随机模型 (Stochastic Modeling in Asset Pricing) 金融随机运算 (Stochastic Calculus for Finance) 概率与统计学 (Probability & Statistics) 线性金融模型 (Linear Financial Models) 公司金融学 (Corporate Finance) 资产定价理论 (Asset Pricing Theory) 债券投资组合管理 (Bond Portfolio Management) 股票投资组合管理 (Equity Portfolio Management) 衍生证券 (Derivative Securities) 面向对象的编程（一） (Object Oriented Programming I) 面向对象的编程（二） (Object Oriented Programming II) 金融时间序列分析 (Financial Time Series Analysis) 金融风险管理 (Financial Risk Management ) 利率衍生产品 (Interest Rate Derivatives),,singapore,南洋理工大学_金融工程理学硕士.json
南洋理工大学,生物商业与生物创业理学硕士,MSc BioBusiness and BioEntrepreneurship,"理科,生物,生物科学学院",专业方向: 生物 入学时间: 11月 项目时长: 1年 项目学费: 65400新币/年,具有生命科学/生物/生物医学科学/生物工程和相关领域的理学学士（荣誉）、理学硕士或博士学位，相关工作经验也将被考虑，其他相关理学学士/理学硕士和博士学位将根据具体情况进行评估 具备GMAT成绩者优先考虑但不强制要求,在尖端技术的推动下，生命科学和医疗保健行业正处于变革性革命的边缘，人工智能、基因组学、基因编辑、合成生物学和大数据分析等创新正在重塑个性化医疗，并为医疗保健、农业、环境可持续性和工业带来新的可能性。蛋白质结构预测以及细胞和基因治疗的进步为新型治疗方法铺平了道路，而对可持续性的确保了这些发展为一个更健康的地球做出贡献。这个充满活力和快速发展的领域需要熟练的专业人员，他们可以弥合科学创新和商业应用之间的差距，他们的专业知识对于将突破性的进步转化为可行的商业机会和成功的商业投资至关重要。南洋理工大学生物商业与生物创业理学硕士课程旨在为研究生提供生物医学/生物技术和商业/管理方面的独特技能组合，该跨学科课程旨在培养精通生物医学技术、医疗保健和生物创业相关管理和监管事务的专业人士。,{{ per_lang.name }},"生物商业与生物创业的基本要素 (Essentials in BioBusiness and BioEntrepreneurship) 生物商业中的法规事务 (Regulatory Affairs in Biobusiness) 与生物商业相关的知识产权 (Intellectual Property Rights Related to BioBusiness) 基础会计、金融与市场营销 (Basic Accounting, Finance and Marketing) 设计思维：故事叙述与可视化 (Design Thinking: Story-telling and Visualization) 处理生物医学与医疗保健业务数据 (Handling Data for Biomedical and Healthcare Business) 生物商业产品开发与市场 (Biobusiness Product Development and Market) 生物商业中的资金筹集与风险管理 (Fund Raising and Risk Management in BioBusiness) 顶点项目 (Capstone Project) 现代生物制药的研发 (Research and Development of Modern Biopharmaceutics) 商业应用中的合成生物学 (Synthetic Biology in Commercial Applications) 食品生物技术与可持续性的当前主题 (Current topics in Food Biotechnology and Sustainability) 转化与数字生物医学的当前主题 (Current Topics in Translational and Digital Biomedicine)",,singapore,南洋理工大学_生物商业与生物创业理学硕士.json
新加坡国立大学,人力资本管理与分析理学硕士,MSc Human Capital Management and Analytics,"商科,人力资源管理,商学院",专业方向: 人力资源管理 入学时间: 1月 项目时长: 1年 项目学费: 71940新币/年,"具有良好的本科学位，不限专业背景 不强制要求提交GMAT/GRE，但良好的GMAT/GRE成绩将有助于申请（一般要求GMAT 700或同等水平） 不要求具备工作经验 需要提供能够覆盖学费与生活费金额的存款证明（2025学年学费71,940新币，生活费预算至少19,500新币）",新加坡国立大学人力资本管理与分析理学硕士课程旨在让应届毕业生具备未来的人力资本管理技能和能力。在过去的20年里，人力资源(HR)领域取得了巨大的发展，人力资源职能将需要具备新的和更熟练的人才，尤其是在数据分析方面。新加坡国立大学人力资本管理与分析理学硕士课程将结合人力资源功能能力和分析视角，为学生在工作中发展合适的变化铺平道路。,{{ per_lang.name }},人员分析 (People Analytics) 人力资源管理定量方法 (Quantitative Methods for HRM) 人才管理 (Talent Management) 人力资源人工智能 (AI for HR) 人力资源专业人士沟通 (Communication for HR Professionals) 人力资源技术 (HR Tech) 体验式学习 (Experiential Learning) 劳工及雇佣法 (Labour and Employment Law) 领导与管理困难员工 (Leading and Managing Difficult Employees) 薪酬与绩效管理 (Compensation and Performance Management) 谈判与纷争解决 (Negotiation and Dispute Resolution) 人才评估与选拔 (Talent Assessment & Selection) 企业道德 (Business Ethics) 人力资源作为成长与转型的战略合作伙伴 (HR as Strategic Partner for Growth and Transformation),,singapore,新加坡国立大学_人力资本管理与分析理学硕士.json
