school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
澳门城市大学,应用语言学文学硕士,MA Applied Linguistics,"社科,语言,人文社会科学学院",专业方向: 语言 入学时间: 9月 项目时长: 2年 项目学费: 100000港币/年,往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,应用语言学硕士学位课程是一个学制为两年的硕士学位课程。课程目標为培养应用语言学方面的高素质专业人才，课程在学生本科的相关学习基础上，拓展和增强他们语言，文化，教育，沟通方面的专业知识和技能，以培养他们成为具有中国情怀，国际视野，专业技能及社会责任感的英语及汉语教育行业的优秀人才。,,"研究方法 (Research Method) 应用语言学概论 (Introduction to Applied Linguistics) TESOL方法、教学法和技术 (TESOL  Methods, Teaching Methods and Techniques) 课程和材料：设计和评估 (Curriculum and Materials: Design and Evaluation) 二语学习与习得 (Second Language Learning and Acquisition) 英语教学测试 (English Teaching Test) 对外汉语教学法 (Teaching Method of Teaching Chinese as a Foreign Language) 词汇与语法：理论及实践 (Vocabulary and Grammar: Theory and Practice) 中国文化及经典导论 (Introduction to Chinese Culture and Classics) 中文教学实践 (Chinese Teaching Practice) 跨文化沟通概论 (Introduction to Cross-Cultural Communication) 职场环境中的跨文化交流 (Cross-Cultural Communication in the Workplace Environment) 职场跨文化沟通管理 (Workplace Cross-Cultural Communication Management) 语言、话语和身份 (Language, Discourse and Identity) 儿童语言教学：方法、教学法及技术 (Language Teaching for Children: Methods, Teaching Methods and Techniques)",,澳门
澳门大学,数据科学（智慧政务）理学硕士,MSc Data Science (Smart Governance),"理科,数据科学,社会科学学院",专业方向: 数据科学 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,申请人须持有学士学位，并符合澳门大学有关硕士学位课程的入学要求。 申请者为中国大陆地区毕业者，须持有教育部认可的大学颁发的学士学位。本科GPA 2.8(75满分100分)或以上。优先录取211、985类高校毕业生。计算机科学、社会科学或数学相关专业背景优先考虑,该计划的特色是多学科课程，该课程汲取了跨学科的见解，使学生能够使用最新的工具和分析方法从现实世界的数据集中提取信息，并以各种方式解释和交流其发现改变人们的思想和行为。数据科学理学硕士课程为期两年，与不同学术单位合作开展。科学与技术学院总共将开设4门基础课程，内容涉及大数据理论，挖掘和分析技术等。要求学生声明自己的专业，这是由不同学术单位提供的，以学习和研究如何处理大数据。切实有效地应用于他们指定的专业领域。学生应根据指定专业的学习计划注册课程，并完成具有指定主题的项目报告。,,数据科学编程导论 (Introduction to Data Science Programming) 数据科学与数据可视化 (Data Science and Data Visualization) 数据库与数据挖掘技术 (Database and Data Mining Technologies) 机器学习工具 (Tools for Machine Learning) 项目报告 (Project Report) 公民数据采集与分析 (Civic Data Acquisition and Analysis) 大数据与智能治理 (Big Data and Smart Governance) 媒体与舆论数据分析 (Analysis of Media and Opinion Data) 理解智能治理 (Making Sense of Smart Governance) 基于大数据的定量社会科学研究 (Quantitative Social Science Research with Big Data),,澳门
澳门理工大学,大数据与物联网理学硕士,MSc Big Data and Internet of Things,"工科,计算机,应用科学学院",专业方向: 计算机 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有电脑学或相关领域的学士学位或同等学历；或 正修读上述学历课程最后一年。 内地往届学士毕业生须提交应届内地全国研究生招生考试初试成绩，且达国家一区分数线或以上,本课程旨在培养大数据与物联网有深入了解的专才，能配合智慧城市的建设工作，课程着重启发学生研发物联网技术的核心系统架构、通信机制与创新应用，以领先的技术进行大数据处理，有效运用与智能城市应用相关的信息，开展物联网与大数据方面的研究。,,物联网概论 (Introduction to Internet of Things) 大数据概论 (Introduction to Big Data) 研究方法 (Research Methodology) 物联网通信技术 (Communication Technology For Internet of Things) 物联网多媒体技术 (Multimedia Technology For Internet of Things) 大数据电子商贸 (E-Commerce With Big Data) 机器学习 (Machine Learning) 安全和认证 (Security and Authentication) 云计算 (Cloud Computing) 数字媒体和社交网络 (Digital Media and Social Networking) 特选论题 I (Selected Topics I) 特选论题 II (Selected Topics II)  论文 (Dissertation),,澳门
澳门理工大学,公共管理硕士,Master of Public Administration,"社科,公共政策与事务,人文及社会科学学院",专业方向: 公共政策与事务 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有学士学位或同等学历；或 正修读上述学历课程最后一年。 其他所需文件： - 语言水平测试证明（如有） 例如：国家大学英语考试（CET）、雅思（IELTS）、托福（TOEFL）等 - 内地全国研究生招生考试初试成绩（如有）,澳门理工大学公共管理硕士项目旨在培养具有较强研究探索能力和创新思维，能够掌握公共管理理论和政策分析方法的高层次专业人才。该项目以科学全面的高素质人才培养理念为指导思想，以创新的方式加强学生的个性发展，为社会、学术研究机构和政府充实人才储备。,,"公共政策分析 (Public Policy Analysis) “一国两制”的理论与实践 (Theory and Practice of ""One Country, Two Systems"") 公共管理 (Public Management) 社会科学研究方法 (Social Science Research Methods) 项目报告 (Project Report) 数字治理 (Digital Governance) 大湾区与区域合作 (Greater Bay Area and Regional Cooperation) 公共政策专业选修课 (Special Elective Course of Public Policy) 非营利组织管理 (Non-profit Organisation Management) 战略与危机管理 (Strategy and Crisis Management) 公共经济学 (Public Economics)",,澳门
澳门科技大学,护理学硕士,Master of Nursing,"理科,生物,医学院",专业方向: 生物 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,修读护理学专业，需要面试笔试,该课程旨在使学生能够系统地和批判性地学习公共卫生学的理论、概念、原理；及对公共卫生的有关的问题提出新见解。该课程的修读年期为二至四年的课程学习(第一年)及研究项目。课程的重要主题包括：研究方法、健康促进、公共卫生、卫生政策、流行病学、生物统计学、社会健康以及以证据为基础的公共卫生实践。,,护理哲学与科学 (Philosophy and Science of Nursing) 高级护理实践 (Advanced Nursing Practice) 专业护理人员必备的研究方法 (Research Methods for Health Care Professionals) 病理生理学 (Pathophysiology) 药理学与治疗学 (Pharmacology and Therapeutics) 高级健康评估 (Advanced Health Assessment) 健康教育及推广 (Health Education and Promotion) 护理实践中的专业及道德特论 (Professional and Ethical Issues in Nursing Practice) 卫生政策 (Health Policy) 高级护理学专题 (Special Topics in Advanced Nursing),,澳门
澳门大学,会计学理学硕士,MSc Accounting,"商科,会计,工商管理学院",专业方向: 会计 入学时间: 8月 项目时长: 2年 项目学费: 102000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,理学硕士学位（会计学）课程旨在培育拥有国际财务报告准则（IFRS）和国际会计准则（IAS）等高级会计知识的专业人才，迎合社会的需求。课程已获得特许公认会计师公会（ACCA）、皇家特许管理会计师公会（CIMA）及澳大利亚会计师公会（CPAAustralia），完成课程的毕业生可获上述机构专业资格考试之最高豁免科目数*。专业认证进一步确保课程的高质量并加强国际化元素。专业认证使毕业生在就业市场上能够取得先机，更具竞争力。,,财务会计与理论 (Financial Accounting and Theory) 财务报告与分析 (Financial Reporting and Analysis) 商法 (Business Law) 管理会计 (Management Accounting) 财务管理 (Financial Management) 审计与保证 (Auditing and Assurance) 税收 (Taxation) 项目报告 (Project Report) 高级财务报告 (Advanced Financial Reporting) 公司治理与社会责任 (Corporate Governance and Social Responsibility) 绩效管理和控制系统 (Performance Management and Control Systems) 财务风险管理 (Financial Risk Management) 当代会计问题 (Contemporary Issues in Accounting),,澳门
澳门科技大学,建筑学硕士,Master of Architecture,"社科,建筑,人文艺术学院",专业方向: 建筑 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,申请人须持有建筑学专业学士学位（或同等学历）（建筑学学士、建筑学工学学士、建筑学文学学士、建筑学理学学士、国际建筑师协会UIA认可的建筑学学位）或城乡规划、城市设计、景观建筑等相关专业的学士学位,建筑学硕士学位课程是以培养整合建筑遗产保护与构建滨水特色建筑的进阶型应用人才为目标。预期养成学生具备结合建筑学相关领域的理论与实践、兼具创意思考、课题解决、沟通协调的能力。,,设计研究方法 (Research Methodology in Design) 进阶建筑与环境设计(一) (Advanced Architectural and Environmental Design I) 进阶建筑与环境设计(二) (Advanced Architectural and Environmental Design II) 都市发展与空间构成理论研究 (Research on Development and Construction of Urban Space) 滨水都市与可持续建筑设计原理 (Waterfront City and Sustainable Architecture Design Studies),,澳门
澳门科技大学,中医学硕士,Master of Traditional Chinese Medicine,"社科,医学,中医药学院",专业方向: 医学 入学时间: 9月 项目时长: 2.5年 项目学费: 96000港币/年,修读中、西医学专业（色盲、色弱者不可报读）。提交申请前先联系意向导师。需要面试笔试。需提交一份研究计划。,培养优秀的临床和基础中医学专才。,,医学统计学 (Medical Statistics) 中医内科学专题 (Special Topics in internal Medicine of Traditional Chinese Medicine) 针灸学专题 (Special Topics in Acupuncture and Moxibustion) 伤寒论 (Treatise on Exogenous Febrile Diseases) 西医诊断学 (Diagnosis of Western Medicine) 临床针灸学 (Clinical Acupuncture and Moxibustion),,澳门
澳门科技大学,国际经济与商法硕士,Master of International Economic and Commercial Law,"社科,法律,法学院",专业方向: 法律 入学时间: 1/9月 项目时长: 2年 项目学费: 120000港币/年,修读法学、管理或相关专业。非法学本科专业学生入学后须补修商法及经济法基础。,旨在使学生系统地掌握国际法基本理论与国际法的发展动向，具备独立研究国际法重要理论问题和分析国际关系重大现实问题的能力，为学生独立从事国际商法方面的实务打下坚实的理论基础.，科目主体框架为：国际公法一般原理、国际私法一般原理、国际经济法一般原理。,,国际法原理 (PRINCIPLES OF INTERNATIONAL LAW) 世界贸易组织法 (WTO LAW) 国际贸易法 (INTERNATIONAL TRADE LAW) 国际投资法 (INTERNATIONAL INVESTMENT LAW) 国际知识产权法 (INTERNATIONAL INTELLECTUAL PROPERTY LAW) 跨域法律问题 (LEGAL PROBLEMS ACROSS DOMAINS),,澳门
澳门理工大学,金融与数据分析理学硕士,MSc Finance with Data Analytics,"商科,金融,管理科学学院",专业方向: 金融 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有学士学位或同等学历；或 正修读上述学历课程最后一年。 其他所需文件： - 英语能力证明 例如：全国大学英语四级考试（CET-4）、全国大学英语六级考试（CET-6）、雅思（IELTS）、托福（TOEFL）、英语专业考试（TEM）、全国研究生招生考试中的英语成绩等 - 内地往届学士毕业生须提交应届内地全国研究生招生考试初试成绩及相应学科门类（专业）名称，且达国家一区分数线或以上,澳门理工大学金融与数据分析理学硕士项目旨在培养具有良好数据分析能力的金融专才，着重学生在现代金融与数据分析、公司金融、投资分析、风险管理、以及数据科学在金融领域的应用能力，为澳门、大湾区、及至其他国家地区现代金融行业的专业人才培养作出积极贡献。,,财务报表分析和商业道德标准 (Financial Statement Analysis and Business Ethical Standards) 企业融资 (Corporate Finance) 投资分析和投资组合管理 (Investment Analysis and Portfolio Management) 数据分析与可视化 (Data Analysis and Visualization) 金融大数据 (Big Data in Finance) 项目报告 (Project report) 金融市场和机构 (Financial Markets and Institutions) 衍生证券 (Derivative Securities) 行为金融学 (Behavioral Finance) 公司治理与社会责任 (Corporate Governance and Social Responsibility) 应用计量经济学 (Applied Econometrics) 金融科技概论 (Introduction to Financial Technology) 财务分析经济学 (Economics for Financial Analysis),,澳门
澳门理工大学,护理学理学硕士,MSc Nursing,"社科,医学,健康科学及体育学院",专业方向: 医学 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有护理学或相关专业的学士学位或同等学历；或 正修读上述学历课程最后一年。 内地往届学士毕业生须提交应届内地全国研究生招生考试初试成绩，且达国家一区分数线或以上,澳门理工大学护理学理学硕士项目旨在培养具国际视野、德才兼备的护理学专才，课程有助学生巩固护理学领域的理论知识，拓展学术研究与研究成果应用能力，培育批判性思维与决策技巧，有效提升护理领导与管理、教学实践、临床护理实践等专业技能。,,研究方法与伦理 (Research Methods and Ethics) 护理理论 (Nursing Theory) 循证护理 (Evidence-Based Nursing) 高级健康评估 (Advanced Health Assessment) 健康教育及推广 (Health Education and Promotion) 护理管理 (Nursing Management ) 护理教育 (Nursing Education ) 高级护理实践导论 (Introduction to Advanced Nursing Practices) 论文 (Thesis) 医学文献综述 (Medical Literature Review) 高级病理生理学 (Advanced Pathophysiology) 高级护理药理学 (Advanced Nursing Pharmacology ) 英语学术写作 (English Academic Writing) 老年护理 (Geriatric Nursing) 癌症护理 (Cancer Nursing),,澳门
澳门城市大学,社会工作学硕士（中文学制）,Master of Social Work (Chinese),"社科,社会学与社工,大健康学院",专业方向: 社会学与社工 入学时间: 9月 项目时长: 2年 项目学费: 110000港币/年,往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,本课程将奠定学生掌握对本地社会工作专业知识与能力的基础，毕业生将具备胜任老年学或社会服务管理专业知识与能力，以及更高的研究能力。,,事业发展专题 (Seminars for Professional Development) 论文 (Dissertation),,澳门
澳门大学,金融科技理学硕士,MSc Financial Technology,"商科,金工金数,科技学院",专业方向: 金工金数 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩,应用计算和数学知识解决计算机科学学科中复杂计算问题的能力。将计算专业知识和适用于计算专业的领域知识应用于计算模型的抽象和概念化的能力。分析问题，识别和定义适合其解决方案的计算要求的能力。设计，实现和评估基于计算机的系统，过程，组件或程序，以满足公众健康与安全，社会和环境方面的适当考虑，从而满足所需需求的能力。在团队中有效运作以实现共同目标的能力。对专业，道德，法律，安全和社会问题及责任的理解。与众多受众进行有效沟通的能力。分析计算对个人，组织和社会的本地和全球影响的能力。认识到持续职业发展的必要性和能力。在了解限制的情况下使用计算实践所需的当前技术，技能和工具的能力。,,金融科技导论 (Introduction to Financial Technologies) 电子支付系统 (Electronic Payment Systems) 数据挖掘和决策支持系统 (Data Mining and Decision Support Systems) 项目报告 (Project Report) IT和电子商务的法律问题 (Legal Issues of IT and E-Commerce) 实习与报告 (Internship and Report) 企业融资 (Corporate Finance) 统计与金融计量经济学 (Statistics and Financial Econometrics) 投资和投资组合管理 (Investments and Portfolio Management) 财务风险管理 (Financial Risk Management) 算法交易和高频交易 (Algo Trading and High Frequency Trading) 互联网安全和密码学 (Internet Security and Cryptography) 云计算 (Cloud Computing) 智能卡技术与应用 (Smart Card Technology and Applications) 数据仓库 (Data Warehousing),,澳门
澳门大学,金融学理学硕士,MSc Finance,"商科,金融,工商管理学院",专业方向: 金融 入学时间: 8月 项目时长: 2年 项目学费: 102000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人持有的学士学位的累计平均积点必须达到2.8（100分制中的75至77分）或以上。 其中具有金融、经济、应用数学、应用科学、统计学、电脑科学、工程或其他定量领域的学士学位者优先。申请人若具备GRE或GMAT成绩更佳,澳门大学金融学理学硕士课程由工商管理学院国际认可的学者教授。它被设计为一系列技能建设课程和角色扩展经验。该计划的目的是为拥有良好数学背景的合格学生提供一个学习金融高级学位的机会。此外，追求更高学历的学生将具备研究能力。我们对定量技能的可以使学生为工作和进一步学习做好准备。课程的结构和设计旨在将教学材料与独立思考的动机联系起来。在银行和公司金融等领域设有与行业相关的课程，还提供与研究方法相关的课程，以提高学生的研究技能。我们还提供与金融技术相关的课程，涵盖金融科技融资，金融创新等主题。,,公司财务 (Corporate Finance) 统计与金融计量 (Statistics and Financial Econometrics) 金融理论 (Theory of Finance) 投资和投资组合管理 (Investments and Portfolio Management) 衍生产品 (Derivatives) 固定收益证券 (Fixed Income Securities) 国际金融 (International Finance) 商业银行管理 (Commercial Bank Management) 金融数学技术 (Mathematical Techniques in Finance) 财务风险管理 (Financial Risk Management) 市场营销管理 (Marketing Management) 组织行为 (Organizational Behavior),,澳门
澳门大学,教育学哲学硕士（教育行政）,MPhil Education (Educational Administration),"社科,教育,教育学院",专业方向: 教育 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩 其他入学要求包括：具有来自排名有竞争力的大学的学士学位；具有竞争力的本科GPA；精通英语；在高级研究和学术成就方面有很强的潜力,教育行政管理硕士课程主要面向有兴趣学习教育行政管理理论，实践和研究的人员。希望理论和实践相结合将有助于学生发展领导技能，并使他们能够更有效地应对当前教育形势的复杂需求。,,教育行政理论 (Theories of Educational Administration) 教育法律和政策分析 (Educational Law and Policy Analysis) 教育与发展 (Education and Development) 教育研究法 (Research Methods in Education) 学校组织变革与发展 (Organizational Change and Development in Schools) 社会变迁与教育改革专题讨论 (Seminar of Social Change and Educational Reforms) 学校行政与管理 (School Administration and Management) 教育政策社会学分析 (Sociological Analysis of Educational Policy) 团体动力学 (Group Dynamics) 比较教育 (Comparative Education) 教育行政专题 (Special Topics in Educational Administration) 质性教育研究 (Qualitative Research in Education) 量化教育研究 (Quantitative Research in Education) 行动研究 (Action Research) 论文 (Thesis),,澳门
澳门城市大学,金融科技理学硕士,MSc Financial Technology,"商科,金工金数,金融学院",专业方向: 金工金数 入学时间: 9月 项目时长: 2年 项目学费: 115000港币/年,具有学士学位或同等学历，前置学历专业为金融、会计、计算机、统计等相关专业者优先 需参加澳门城市大学组织的入学考试，择优录取 往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,澳门城市大学金融科技理学硕士课程结合澳门经济社会发展和国家“一带一路”战略的需要确立人才培养目标和要求：符合国家“一带一路”战略的人才需要，培养中高级金融科技人才；符合澳门经济社会发展的人才需要，培养运用创新科技于金融服务的金融科技人才；培养澳门银行、保险、金融服务咨询行业、政府部门、教育机构教学及研究工作人才。该课程预期培养具以下能力的人才：掌握金融交易资料的分析和判断能力；了解人工智慧的开发和管理；掌握区块链金融的应用和管理能力；熟练应用云计算进行金融机构的经营管理。,,金融科技概论 (Introduction to Financial Technology) 金融学 (Finance) 计量经济学 (Econometrics) 运筹学 (Operations Research) Python及其在金融领域的应用 (Python and its Application in Finance) 金融算法与建模 (Financial Algorithm and Modelling) 区块链金融 (Blockchain Finance) 投资组合管理 (Portfolio Management) 金融程序化交易 (Financial Algorithmic Trading) 学术专题项目 (Academic Special Project) 学位论文 (Thesis) 国际金融学 (International Finance) 数字金融与监管 (Digital Finance and Regulation) 金融机构与风险管理 (Financial Institutions and Risk Management) 金融工程学 (Financial Engineering) 金融大数据分析 (Financial Big Data Analysis) 财务报表分析 (Financial Statement Analysis) 行为金融学 (Behavioral Finance) 融资租赁 (Lease Financing) 随机过程 (Stochastic Process) 人工智能和计算智能 (Artificial Intelligence and Computational Intelligence) 机器学习算法与应用 (Machine Learning Algorithms and Applications) 云计算与大数据分析 (Cloud Computing and Big Data Analytics) 人工智能前沿专题 (Advanced Topics in Artificial Intelligence) 数据科学前沿专题 (Advanced Topics in Data Science),,澳门
澳门理工大学,中葡笔译暨传译硕士,Master of Chinese-Portuguese Translation and Interpreting,"社科,语言,语言及翻译学院",专业方向: 语言 入学时间: 8月 项目时长: 2年 项目学费: 85000澳门币/年,具有学士学位或同等学历；及 在中、葡两种语言中精通一种、熟练掌握另一种，并应具备良好英语阅读能力；或 正修读上述学历课程最后一年。 其他所需文件： - 语言水平测试证明（如有） - CATTI证书（如有） - 内地往届学士毕业生须提交应届内地全国研究生招生考试初试成绩，且达国家一区分数线或以上,本课程分笔译及传译两个专业，学生通过系统学习进一步强化沟通翻译能力，巩固行政、法律、商业、影视等不同领域的专业语言知识，掌握运用翻译领域高新科技，以成为独当一面的专业笔译或传译人员。,,翻译硏究 (Translation Studies) 跨文化研究 (Intercultural Studies) 硏究方法论 (Research Methodology) 笔译技巧与实践 (Translation Techniques and Practices) 口译技巧与实践 (Interpretation Techniques and Practices) 法律及行政笔译 I (Legal and Administrative Translation I) 法律及行政笔译 II (Legal and Administrative Translation II) 专业技术笔译 I (Technical and Scientific Translation I) 专业技术笔译 II (Technical and Scientific Translation II) 计算器辅助翻译(CAT) (Computer-Assisted Translation (CAT)) 视译 (Sight Translation) 交替传译 (Consecutive Interpretation) 交替传译进阶 (Advanced Consecutive Interpretation) 同声传译 (Simultaneous Interpretation) 影视翻译 (Audiovisual Translation) 商务笔译 (Business Translation) 笔译工作坊 (Translation Workshops) 交替传译实践 (Consecutive Interpretation Practice) 同声传译实践 (Simultaneous Interpretation Practice) 会议准备 (Conference Preparation) 项目报告 (Project Report),,澳门
澳门科技大学,高级管理人员工商管理硕士,Executive Master of Business Administration,"商科,工商管理,商学院",专业方向: 工商管理 入学时间: 9月 项目时长: 2年 项目学费: 220000港币/年,须具 5 年或以上管理类工作经验学。必须提交由工作单位盖章之工作证明信，不接受员工卡、录用证明等。,高级工商管理硕士学位课程(EMBA)的教学目标是提供国内企业家和高级职业经理人进一步系统性学习现代商业运作所需的知识，帮助他们梳理经验和不系统的知识，塑造他们正确的商业思维，拓展他们的国际视野，从而为国内企业转型和升级做出贡献。,,组织行为学 (Organizational Behavior) 经济政策分析 (Economics Policy Analysis) 战略与创新管理 (Strategic Management and Innovation) 互联网背景下的企业资讯系统 (Information System Management under the Internet Ages) 当代企业人力资源管理 (Contemporary Human Resources Management) 企业金融与资本运作 (Corporate Financial Management) 财务报告分析与决策 (Financial Report Analysis and Decision ) 营运与供应链管理 (Operations and Supply Chain Management) 现代市场营销学 (Contemporary Marketing ),,澳门
澳门城市大学,教育学硕士（中文学制）,Master of Education (Chinese),"社科,教育,教育学院",专业方向: 教育 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,澳门城市大学教育学硕士项目主要培养学生面向高等和基础教育领域的教育和管理工作所需要的知识、技能及专业态度，旨在弥补大湾区尤其是澳门高层次教育人才不足。通过全面学习教育学基础理论知识与技能，细分多个专业方向进行培养和拓展，毕业生将成为与社会发展相适应的教学与研究领域中坚人才，即：培育课程与教学研究的优秀人才；培育资讯科技研究的优秀人才；培育成人教育/终身学习专精课程与教学的领导人才。,,"教育机构的管理与领导 (Management and Leadership of Educational Organization) 全球化、社会和教育 (Globalization, Society and Education) 教育政策研究 (Education Policy Study) 教育研究方法 (Education Research Methods) 学习新技术 (Learning with New Technology) 教育人力资源管理 (Human Resources Management in Education) 财务管理和教育经济 (Financial Management and Education Economies) 变革管理 (Management of Change) 教育行政学期项目 (Term Project of Education Administration) 实习（教育行政） (Internship (Educational Administration)) 成人教育策略 (Adult Education Strategies) 社区和成人教育项目规划 (Program Planning in Community and Adult Education) 成人教育学期项目 (Term Project of Adult Education) 实习（终身学习） (Internship (Lifelong Learning)) 多媒体技术的应用与发展 (The Application and Development of Multimedia Technologies)",,澳门
澳门城市大学,设计学硕士（中文学制）,Master of Design (Chinese),"社科,其他社科,创新设计学院",专业方向: 其他社科 入学时间: 9月 项目时长: 2年 项目学费: 120000港币/年,往届本科毕业生需参加2025年全国硕士研究生招生考试且初试总成绩过国家A类线。 应届本科毕业生不受考研限制。,在全球化设计学的发展趋势，设计使具体的有形或无形材料，依其所在的现实场所以及文化属性和社会环境，在科学、技术、经济等可行的条件下形成审美、实用或象徵意义的设计产物，以此目标培养兼具科学和美学的设计学专业领域，以创新研究型教育带动硕士研究生教学。 毕业生可以进入高等院校、研究机构、政府机构、设计院等部门，从事设计与管理工作、专业研究等，研究内容包括：设计学方法、设计教育、建筑设计，进而涉及设计教育与理论、设计方法与理论等研究课题。,,设计专题研究 (Research on Design) 研究方法 (Research Methodology) 设计史理论研究 (Design History and Theory) 设计论文导读与写作 (Design Thesis Reading and Writing) 地域建筑设计方案与理论 (Regional Architecture Design Method and Theory) 美学与当代艺术理论 (Aesthetics and Contemporary Arts Theory) 设计与文化比较研究 (Design and Culture Comparative Study) 品牌规划与设计 (Branding Plan and Design) 造型语意学 (Modeling Semantics) 设计经典个案研究 (Design Projects Case Studies) 学术专题项目 (Special Academic Topics) 论文 (Thesis),,澳门
澳门大学,国际综合度假村管理理学硕士,MSc International Integrated Resort Management,"商科,旅游酒店管理,工商管理学院",专业方向: 旅游酒店管理 入学时间: 8月 项目时长: 2年 项目学费: 102000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩。持有管理或督导经验者优先考虑 若学生在申请入学时没有至少两年的管理经验或一份全职工作，则其需完成为期560小时之实习课程。若在入学申请时已拥有一份全职工作但没有两年或以上管理经验者，届时需向工商管理学院提供有关工作证明以申请豁免修读该实习课程。而其他豁免科目之申请，校方将视实际情况而作出审,国际综合度假胜地管理理学硕士学位课程，为学生提供必要的知识和技能，以应对会奖旅游，酒店和博彩业等酒店业的当前和未来需求，尤其是在成功管理综合度假胜地方面。从未在澳门或世界上的任何其他机构或大学中提供此程序。它侧重于综合度假村管理的国际方面，旨在为学生提供在综合度假村环境中学习博彩和非博彩运营的机会。,,"国际综合度假村管理 (International Integrated Resorts Management) 国际酒店营销管理 (International Hospitality Marketing Management) 博彩和赌场运营管理 (Gaming and Casino Operation Management) 综合度假村管理金融 (Managerial Finance in Integrated Resorts) 综合度假村管理实习 (Integrated Resorts Management Internship) 研究方法 (Research Methods) 项目报告 (Project Report) 会议、奖励、会展管理 (Meeting, Incentive, Convention and Exhibition Management) 活动和娱乐管理 (Event and Entertainment Management) 餐饮管理 (Food and Beverage Management) 住宿管理 (Lodging Management) 酒店收入管理 (Hotel Revenue Management) 综合度假村人力资源管理与员工心理 (Managing Human Resources and Personnel Psychology in Integrated Resorts)",,澳门
澳门大学,教育学哲学硕士（英语教育）,MPhil Education (English Language Education),"社科,教育,教育学院",专业方向: 教育 入学时间: 8月 项目时长: 2年 项目学费: 87000澳门币/年,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C级或更高的总成绩其他入学要求包括：具有来自排名有竞争力的大学的学士学位；具有竞争力的本科GPA；精通英语；在高级研究和学术成就方面有很强的潜力,澳门大学教育学哲学硕士（英语教育）课程旨在培养英语教育领域的先进知识和研究技能。通过严格的课程，包括核心研究相关课程和专业学习计划，使毕业生具备应对复杂教育挑战所需的分析和批判性思维能力。,,"教育的当前问题 (Current Issues in Education) 教育研究中的定性方法、数据管理与分析 (Qualitative Methods, Data Management, and Analysis in Educational Research) 教育研究中的定量方法、数据管理与分析 (Quantitative Methods, Data Management, and Analysis in Educational Research) 论文 (Thesis) 英语语言教育的研究方法 (Research Methods in English Language Education) 课程、教学与学生技能评估 (Evaluation of Curriculum, Instruction and Student Performance) 英语语言教育课程设计 (Curriculum Design in English Language Education) 二语词汇习得 (Second Language Vocabulary Acquisition)",,澳门
